Abstraction Error;Top Level Violation Abstracted;topLevelViolationActualCentral;topLevelViolationActualRegioCentral;relativeTLViolationCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepCentral;runtimePerStepRegioCentral;runtimePerAvppPerStep;unsolvedCentralAllocations;Total runtime central;Total runtime regio central;time stamps
24.0;8953.244836694284;9007.24483669427;9007.24483669427;0.10182652393022935;0.10182652508137394;0.10121605734633557;5.695481378614773E-4;0.031282496;4.2322812800000005;4.330094592;0.284696512;0.0;125.240214128;151.188332256;1.38729603717E12
8.0;0.0;1.4551915228366852E-11;1.4123393694026163;1.6561289612583138E-16;1.6073596655190465E-5;0.0;8.607935176218125E-4;0.018276288;3.1419123360000003;3.573580272;1.7041054880000002;0.0;3717.6265396960002;162.208309152;1.387296313852E12
22.0;0.0;2.9103830456733704E-11;0.0;3.6346583768482787E-16;0.0;0.0;7.837241837237237E-4;0.006841328000000001;3.331857584;1.442132224;1.4004632320000001;0.0;159.61800308800002;268.4858548;1.38730019379E12
0.0;1.4551915228366852E-11;0.0;1.4551915228366852E-11;0.0;1.7921702432424637E-16;1.7921702432424637E-16;0.0;0.011649056000000001;2.57221176;1.8843871200000002;0.886142336;0.0;4277.260880992;398.26195857600004;1.387300622072E12
0.0;0.0;4.3655745685100555E-11;1.4551915228366852E-11;5.210541787014565E-16;1.7368472830683698E-16;0.0;0.0;0.008283456;2.30705352;1.8328966880000002;0.110646912;0.0;139.722056624;951.347984976;1.387305297539E12
1.4123393694026163;0.0;1.4551915228366852E-11;10.146080301637994;1.7598369885996285E-16;1.227017017337553E-4;0.0;4.414955527022026E-5;0.011725888;3.919888112;3.364812096;1.6283842560000001;0.0;;;
7.275957614183426E-12;0.0;1.4551915228366852E-11;0.0;1.8061340323425486E-16;0.0;0.0;1.732273748885225E-16;0.011513568;2.62007408;1.5432733600000001;1.65734752;0.0;;;
9.094947017729282E-13;1.4551915228366852E-11;1.4551915228366852E-11;6.14608026969654;1.8993398157593212E-16;8.021964762889773E-5;1.899339840549816E-16;1.2708472055806493E-16;0.004162992;3.497791712;2.388932;0.14152088000000002;0.0;;;
0.0;0.0;1.4551915228366852E-11;1.4551915228366852E-11;1.8809285199979392E-16;1.880928544310149E-16;0.0;0.0;0.005391392;3.433434944;3.744289488;0.13590027200000002;0.0;;;
1.4551915228366852E-11;1.4551915228366852E-11;2.9103830456733704E-11;31.35143419369706;3.667632066485667E-16;3.950872617921991E-4;1.8338160563523778E-16;2.986091648508264E-16;0.007421024000000001;3.694313696;3.3768893920000003;0.710425984;0.0;;;
9.094947017729282E-13;0.0;1.4551915228366852E-11;1.4551915228366852E-11;1.791074711432038E-16;1.7910747334768935E-16;0.0;1.2708470280037605E-16;0.008253616;3.7436842720000003;1.922423312;0.452477872;0.0;;;
0.0;0.0;2.9103830456733704E-11;1.4551915228366852E-11;3.6564413515282095E-16;1.82822069873284E-16;0.0;0.0;0.01043968;2.472288544;1.97480608;0.111985888;0.0;;;
1.4551915228366852E-11;1.4551915228366852E-11;2.9103830456733704E-11;1.4551915228366852E-11;3.8780050910687083E-16;1.9390025713710284E-16;1.9390025713710284E-16;3.0284328056605154E-16;0.01040712;3.5049485120000003;2.6671350240000002;0.127559264;0.0;;;
9.094947017729282E-13;0.0;2.9103830456733704E-11;331.1072857812105;3.703735006588137E-16;0.004213650374006909;0.0;1.2708468504269215E-16;0.016072992;2.967923904;3.0740498080000003;0.9255736320000001;0.0;;;
7.275957614183426E-12;0.0;1.4551915228366852E-11;48.63171833544038;1.818572081750337E-16;6.077570200878181E-4;0.0;2.546184459184935E-16;0.015684448;3.9014632160000002;2.587094064;0.6622089120000001;0.0;;;
1.4551915228366852E-11;0.0;0.0;372.322039845385;0.0;0.00470532047365414;0.0;3.6109915936381173E-16;0.010991856000000001;2.874996672;2.6791484320000003;0.13993432;0.0;;;
0.0;0.0;0.0;1.4551915228366852E-11;0.0;1.9615870888143365E-16;0.0;0.0;0.01329392;2.451881343;1.0234344480000002;0.11082414400000001;0.0;;;
10.146080301688926;0.0;0.0;0.0;0.0;0.0;0.0;3.0331963976720793E-4;0.017470544;3.2748487670000004;1.097250464;0.98045168;0.0;;;
7.275957614183426E-12;0.0;0.0;1.4551915228366852E-11;0.0;1.7967657041212738E-16;0.0;1.8644846945782606E-16;0.022592272;2.5897217770000003;1.318009616;0.58143968;0.0;;;
9.094947017729282E-13;1.4551915228366852E-11;1.4551915228366852E-11;0.0;1.7854404664536486E-16;0.0;1.7854404883600275E-16;1.345974813962476E-16;0.019722304;2.59645824;1.67041616;0.13283704000000002;0.0;;;
0.0;0.0;1.4551915228366852E-11;1.4551915228366852E-11;1.7971570144830107E-16;1.7971570366778445E-16;0.0;0.0;0.01821704;1.7955162720000002;1.238609984;0.157157024;0.0;;;
0.0;1.4551915228366852E-11;0.0;2.9103830456733704E-11;0.0;3.563895671765314E-16;1.781947835882657E-16;0.0;0.026453312000000003;2.368170288;1.316478384;1.6210760160000002;0.0;;;
9.094947017729282E-13;0.0;1.4551915228366852E-11;1.4551915228366852E-11;1.7560380471207495E-16;1.7560380683115663E-16;0.0;1.2708470280037605E-16;0.021043184000000003;2.674686001;2.080510464;1.4102691840000001;0.0;;;
6.146080269703816;0.0;1.4551915228366852E-11;0.0;1.7928407474993739E-16;0.0;0.0;1.6431342427109745E-4;0.020202976;2.4680509610000003;1.183615888;0.133601824;0.0;;;
