AbstractionError;TopLevelViolation Abstracted;topLevelViolationActualCentral;topLevelViolationActualRegioCentral;relativeTLViolationCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepCentral;runtimePerStepRegioCentral;runtimePerAvppPerStep;unsolvedCentralAllocations;Totalruntimecentral;Totalruntimeregiocentral;timestamps;Toplevelcostscentral;Toplevelcostsregiocentral;Rootcostsregiocentral;Longest serial path
0.0;0.0;8.440110832452774E-10;2.9103830456733704E-11;4.484702876032232E-15;1.5464492758144714E-16;0.0;0.0;0.04517792;32.814880048;19.757659488;0.04401816;0.0;1392.5533557600002;1097.782820704;1.426822015177E12;23548.858986337767;23686.595831546685;23725.26513226487;1.6151498400000002
3.637978807091713E-12;0.0;5.529727786779404E-10;0.0;2.9579738039225978E-15;0.0;0.0;1.171286966702532E-16;0.016491808;15.445239200000001;21.234213136;0.057707696;0.0;1866.960884432;1085.205471488;1.426824505686E12;23333.39002592495;23470.50428000172;23507.17317704646;1.6543019520000002
9.094947017729282E-13;0.0;5.820766091346741E-11;1.1641532182693481E-10;3.4167261261015625E-16;6.833452292314744E-16;0.0;1.2832715571012909E-16;0.01600424;15.145086800000001;21.767069904000003;0.9044348320000001;0.0;1426.0452405600001;1101.109378272;1.426827457986E12;20509.32859873812;20619.919425599615;20673.15069216731;1.5621833920000001
0.0;0.0;0.0;5.820766091346741E-11;0.0;3.369425248316961E-16;0.0;0.0;0.012963808;11.484416752000001;21.485734688;0.7934268000000001;0.0;1947.004256208;1188.048638016;1.426829985592E12;20914.84322988272;21021.465859717475;21069.6143101677;1.416394224
0.0;0.0;0.0;2.9103830456733704E-11;0.0;1.6327068006255074E-16;0.0;0.0;0.006318672;13.457085728000001;21.592593840000003;0.789372128;0.0;2311.305253584;1136.44128064;1.426833120755E12;21849.46538866273;21975.533137004208;21996.99533077351;1.581479808
0.0;0.0;2.9103830456733704E-11;5.820766091346741E-11;1.6543180656728417E-16;3.3086361501526116E-16;0.0;0.0;0.005659728;54.830728016;21.604743040000002;0.9067825920000001;0.0;1889.828781616;1150.159326752;1.426836569097E12;21453.82857755435;21566.152801032735;21595.777929835585;1.6199662080000001
1.8189894035458565E-12;0.0;2.9103830456733704E-11;5.820766091346741E-11;1.6978391627125786E-16;3.3956783452346304E-16;0.0;1.4759098931464913E-16;0.00560568;35.245773856;21.455135616;0.10132171200000001;0.0;1707.864461952;1072.690233712;1.426839609355E12;20688.190914164712;20799.964848415595;20848.203855708212;1.4612306400000001
1.8189894035458565E-12;0.0;2.9103830456733704E-11;2.9103830456733704E-11;1.7854563757971024E-16;1.785456386750487E-16;0.0;1.9552240225625584E-16;0.004708352000000001;38.665255456000004;20.98231304;0.621399808;0.0;1830.865777376;1051.531980448;1.42684239004E12;19274.027246523758;19408.486496269867;19453.71964423154;1.559596768
9.094947017729282E-13;0.0;2.9103830456733704E-11;2.9103830456733704E-11;1.7681490117560387E-16;1.7681490224980987E-16;0.0;1.3105505628962984E-16;0.004295168;11.667341056000001;21.654955552;0.926078704;0.0;1459.348662;1131.224025968;1.426845272577E12;19541.12388849122;19663.540773465425;19718.223970212803;1.5126157120000001
0.0;0.0;8.731149137020111E-11;5.820766091346741E-11;5.171584095659141E-16;3.4477227508607805E-16;0.0;0.0;0.004158816;22.087211024000002;21.367365024;0.868232576;0.0;1683.37638936;1084.822985024;1.426847863269E12;20251.556514877684;20363.15715222467;20419.24550610726;1.5026924000000002
0.0;2.9103830456733704E-11;0.0;0.0;0.0;0.0;1.6836828006029873E-16;0.0;0.004552816;83.144135296;20.850622320000003;0.9946195840000001;0.0;1860.5360091520001;1215.073881536;1.426850631598E12;20932.774403260253;21038.435491093038;21087.130783511177;1.404358736
3.637978807091713E-12;0.0;2.9103830456733704E-11;5.820766091346741E-11;1.7186015024681916E-16;3.437203025233307E-16;0.0;2.8028942330600415E-16;0.0019337120000000002;13.486214944;21.401028688;0.06223792;0.0;1558.838135104;1125.321065152;1.426853707309E12;20338.518842630667;20449.160493132043;20504.903292154762;1.437376432
1.8189894035458565E-12;0.0;2.9103830456733704E-11;0.0;1.8227409489265985E-16;0.0;0.0;1.273272170659549E-16;0.00261792;33.616193776;20.922844208;1.2287121440000002;0.0;1127.2612824320001;1089.142813056;1.426856391586E12;18716.34568149678;18862.36314333851;18913.220911868433;1.45403912
0.0;0.0;7.8580342233181E-10;0.0;4.7002422919696086E-15;0.0;0.0;0.0;0.002474464;88.157388768;21.145562112;1.270179152;0.0;1784.4621029280001;1101.5184176960001;1.426858608112E12;19974.585323815394;20083.058352709322;20146.429223029885;1.6451546400000001
0.0;0.0;2.9103830456733704E-11;2.9103830456733704E-11;1.7095314331388074E-16;1.709531443180433E-16;0.0;0.0;0.002577952;102.673812544;21.432524176;0.777021744;0.0;2046.801996784;1206.491930736;1.426861494205E12;20489.733049794762;20600.335519881995;20653.84910052131;1.446811088
9.094947017729282E-13;0.0;5.820766091346741E-11;1.4551915228366852E-10;3.4575397360149474E-16;8.643849391381903E-16;0.0;1.30834837668493E-16;0.002594784;20.0819404;21.74019128;0.8370554720000001;0.0;1941.3395728;1234.5069027040001;1.426864747632E12;20170.880620456246;20283.439973126133;20339.779849171624;1.5508599680000001
