NoRunningPosterior;DataFile;CountPlants;ModelFile;Demand-1;Runtime;Demand-3;Demand-2;Demand-5;Demand-4;NoRunningPrior;AvgLoadPosterior;AvgLoadPrior
45;generated/Evaluation/data_1427231202015.dat;58;generated/Evaluation/model_1427231202010.mod;16467.655963507765;1.285406697;17978.271316599523;17478.951938470655;17974.356531895985;18092.309170564473;29;0.46585608157646946;0.29782014815375824
34;generated/Evaluation/data_1427231203302.dat;58;generated/Evaluation/model_1427231202010.mod;17478.951938470655;4.1160301530000005;18092.309170564473;17978.271316599523;18127.770449044954;17974.356531895985;45;0.5695181394864879;0.46585608157646946
34;generated/Evaluation/data_1427231207419.dat;58;generated/Evaluation/model_1427231202010.mod;17978.271316599523;1.2098381770000002;17974.356531895985;18092.309170564473;18395.23977524723;18127.770449044954;34;0.5861976965479321;0.5695181394864879
35;generated/Evaluation/data_1427231208629.dat;58;generated/Evaluation/model_1427231202010.mod;18092.309170564473;4.249855907000001;18127.770449044954;17974.356531895985;18017.629824695185;18395.23977524723;34;0.5851267904294948;0.5861976965479321
34;generated/Evaluation/data_1427231212880.dat;58;generated/Evaluation/model_1427231202010.mod;17974.356531895985;1.129180802;18395.23977524723;18127.770449044954;18649.542785182006;18017.629824695185;35;0.5860861037171051;0.5851267904294948
35;generated/Evaluation/data_1427231214011.dat;58;generated/Evaluation/model_1427231202010.mod;18127.770449044954;1.3521353090000001;18017.629824695185;18395.23977524723;18770.62022957798;18649.542785182006;34;0.5861376313186009;0.5860861037171051
36;generated/Evaluation/data_1427231215364.dat;58;generated/Evaluation/model_1427231202010.mod;18395.23977524723;1.3998325100000002;18649.542785182006;18017.629824695185;19743.453005951404;18770.62022957798;35;0.6103189768325659;0.5861376313186009
36;generated/Evaluation/data_1427231216764.dat;58;generated/Evaluation/model_1427231202010.mod;18017.629824695185;1.003320938;18770.62022957798;18649.542785182006;19356.889960337452;19743.453005951404;36;0.5890025715679222;0.6103189768325659
36;generated/Evaluation/data_1427231217769.dat;58;generated/Evaluation/model_1427231202010.mod;18649.542785182006;1.0489362180000001;19743.453005951404;18770.62022957798;20255.938700347775;19356.889960337452;36;0.6145429779033754;0.5890025715679222
36;generated/Evaluation/data_1427231218819.dat;58;generated/Evaluation/model_1427231202010.mod;18770.62022957798;1.176585489;19356.889960337452;19743.453005951404;20148.677110488497;20255.938700347775;36;0.6165540876220948;0.6145429779033754
40;generated/Evaluation/data_1427231219997.dat;58;generated/Evaluation/model_1427231202010.mod;19743.453005951404;2.133566918;20255.938700347775;19356.889960337452;20206.92489365594;20148.677110488497;36;0.682818200539311;0.6165540876220948
40;generated/Evaluation/data_1427231222131.dat;58;generated/Evaluation/model_1427231202010.mod;19356.889960337452;1.121815335;20148.677110488497;20255.938700347775;20910.023737429074;20206.92489365594;40;0.64349098096509;0.682818200539311
41;generated/Evaluation/data_1427231223254.dat;58;generated/Evaluation/model_1427231202010.mod;20255.938700347775;1.6530472040000002;20206.92489365594;20148.677110488497;21606.20587638968;20910.023737429074;40;0.695513100419519;0.64349098096509
40;generated/Evaluation/data_1427231224907.dat;58;generated/Evaluation/model_1427231202010.mod;20148.677110488497;0.8205804560000001;20910.023737429074;20206.92489365594;21876.958004114655;21606.20587638968;41;0.6887160728390271;0.695513100419519
40;generated/Evaluation/data_1427231225730.dat;58;generated/Evaluation/model_1427231202010.mod;20206.92489365594;0.9031895320000001;21606.20587638968;20910.023737429074;20972.361856183623;21876.958004114655;40;0.6895638456714344;0.6887160728390271
41;generated/Evaluation/data_1427231226634.dat;58;generated/Evaluation/model_1427231202010.mod;20910.023737429074;0.948697364;21876.958004114655;21606.20587638968;21467.731339432234;20972.361856183623;40;0.6916490873081704;0.6895638456714344
41;generated/Evaluation/data_1427231227584.dat;58;generated/Evaluation/model_1427231202010.mod;21606.20587638968;0.865129276;20972.361856183623;21876.958004114655;22308.584961540186;21467.731339432234;41;0.6982817511306944;0.6916490873081704
41;generated/Evaluation/data_1427231228450.dat;58;generated/Evaluation/model_1427231202010.mod;21876.958004114655;0.682488222;21467.731339432234;20972.361856183623;21805.298133442713;22308.584961540186;41;0.6999584590467983;0.6982817511306944
41;generated/Evaluation/data_1427231229133.dat;58;generated/Evaluation/model_1427231202010.mod;20972.361856183623;0.7499401010000001;22308.584961540186;21467.731339432234;22100.78538066224;21805.298133442713;41;0.6925563933141616;0.6999584590467983
41;generated/Evaluation/data_1427231229885.dat;58;generated/Evaluation/model_1427231202010.mod;21467.731339432234;0.698165016;21805.298133442713;22308.584961540186;21779.96614094403;22100.78538066224;41;0.6974242090155268;0.6925563933141616
41;generated/Evaluation/data_1427231230584.dat;58;generated/Evaluation/model_1427231202010.mod;22308.584961540186;0.739711071;22100.78538066224;21805.298133442713;22295.348424919255;21779.96614094403;41;0.7026314291261115;0.6974242090155268
41;generated/Evaluation/data_1427231231324.dat;58;generated/Evaluation/model_1427231202010.mod;21805.298133442713;0.7826908330000001;21779.96614094403;22100.78538066224;22928.40246614926;22295.348424919255;41;0.6995146853507899;0.7026314291261115
41;generated/Evaluation/data_1427231232107.dat;58;generated/Evaluation/model_1427231202010.mod;22100.78538066224;0.736314117;22295.348424919255;21779.96614094403;22682.13968668184;22928.40246614926;41;0.7013445723795044;0.6995146853507899
41;generated/Evaluation/data_1427231232845.dat;58;generated/Evaluation/model_1427231202010.mod;21779.96614094403;0.70651355;22928.40246614926;22295.348424919255;21854.610376636607;22682.13968668184;41;0.699357809935959;0.7013445723795044
41;generated/Evaluation/data_1427231233553.dat;58;generated/Evaluation/model_1427231202010.mod;22295.348424919255;0.747040294;22682.13968668184;22928.40246614926;21589.3003263022;21854.610376636607;41;0.7025494581886322;0.699357809935959
