NoRunningPosterior;DataFile;CountPlants;ModelFile;Demand-1;Runtime;Demand-3;Demand-2;Demand-5;Demand-4;NoRunningPrior;AvgLoadPosterior;AvgLoadPrior
35;generated/Evaluation/data_1427111542627.dat;47;generated/Evaluation/model_1427111542622.mod;13633.56184719264;0.658889477;14884.199332535653;14470.81313851344;14880.958284781655;14978.611198948067;27;0.4881425929162042;0.3796499075052936
28;generated/Evaluation/data_1427111543286.dat;47;generated/Evaluation/model_1427111542622.mod;14470.81313851344;1.312277627;14978.611198948067;14884.199332535653;15007.96956873764;14880.958284781655;35;0.5815603311786264;0.4881425929162042
30;generated/Evaluation/data_1427111544599.dat;47;generated/Evaluation/model_1427111542622.mod;14884.199332535653;0.49474484;14880.958284781655;14978.611198948067;15229.407252952471;15007.96956873764;28;0.6266351342686999;0.5815603311786264
30;generated/Evaluation/data_1427111545095.dat;47;generated/Evaluation/model_1427111542622.mod;14978.611198948067;0.54110167;15007.96956873764;14880.958284781655;14916.784216232794;15229.407252952471;30;0.6283308646945407;0.6266351342686999
30;generated/Evaluation/data_1427111545638.dat;47;generated/Evaluation/model_1427111542622.mod;14880.958284781655;0.535177929;15229.407252952471;15007.96956873764;15439.944552344441;14916.784216232794;30;0.6265769218479852;0.6283308646945407
30;generated/Evaluation/data_1427111546174.dat;47;generated/Evaluation/model_1427111542622.mod;15007.96956873764;0.684057922;14916.784216232794;15229.407252952471;15540.184491175478;15439.944552344441;30;0.6288581700301623;0.6265769218479852
30;generated/Evaluation/data_1427111546859.dat;47;generated/Evaluation/model_1427111542622.mod;15229.407252952471;1.9963326620000001;15439.944552344441;14916.784216232794;16345.592124967092;15540.184491175478;30;0.6328354096804258;0.6288581700301623
30;generated/Evaluation/data_1427111548855.dat;47;generated/Evaluation/model_1427111542622.mod;14916.784216232794;0.8213932100000001;15540.184491175478;15439.944552344441;16025.55682656787;16345.592124967092;30;0.6272203909827908;0.6328354096804258
30;generated/Evaluation/data_1427111549678.dat;47;generated/Evaluation/model_1427111542622.mod;15439.944552344441;1.526665176;16345.592124967092;15540.184491175478;16769.878703812166;16025.55682656787;30;0.6366168676466712;0.6272203909827908
33;generated/Evaluation/data_1427111551206.dat;47;generated/Evaluation/model_1427111542622.mod;15540.184491175478;1.6018808820000001;16025.55682656787;16345.592124967092;16681.076902121917;16769.878703812166;30;0.6854464224925698;0.6366168676466712
33;generated/Evaluation/data_1427111552809.dat;47;generated/Evaluation/model_1427111542622.mod;16345.592124967092;0.6885819550000001;16769.878703812166;16025.55682656787;16729.30020457826;16681.076902121917;33;0.6576840188503678;0.6854464224925698
31;generated/Evaluation/data_1427111553499.dat;47;generated/Evaluation/model_1427111542622.mod;16025.55682656787;0.67831604;16681.076902121917;16769.878703812166;17311.39528796551;16729.30020457826;33;0.6370799696617057;0.6576840188503678
31;generated/Evaluation/data_1427111554178.dat;47;generated/Evaluation/model_1427111542622.mod;16769.878703812166;0.48726743600000005;16729.30020457826;16681.076902121917;17887.764035859153;17311.39528796551;31;0.6477461870527467;0.6370799696617057
31;generated/Evaluation/data_1427111554666.dat;47;generated/Evaluation/model_1427111542622.mod;16681.076902121917;0.5630646420000001;17311.39528796551;16729.30020457826;18111.919549356484;17887.764035859153;31;0.647067550185258;0.6477461870527467
31;generated/Evaluation/data_1427111555230.dat;47;generated/Evaluation/model_1427111542622.mod;16729.30020457826;0.5450252790000001;17887.764035859153;17311.39528796551;17363.004976640157;18111.919549356484;31;0.6474360799931675;0.647067550185258
31;generated/Evaluation/data_1427111555777.dat;47;generated/Evaluation/model_1427111542622.mod;17311.39528796551;0.513123226;18111.919549356484;17887.764035859153;17773.12105521551;17363.004976640157;31;0.6518845391060628;0.6474360799931675
31;generated/Evaluation/data_1427111556290.dat;47;generated/Evaluation/model_1427111542622.mod;17887.764035859153;0.5372194370000001;17363.004976640157;18111.919549356484;18469.263231542755;17773.12105521551;31;0.656289236692642;0.6518845391060628
31;generated/Evaluation/data_1427111556828.dat;47;generated/Evaluation/model_1427111542622.mod;18111.919549356484;1.406989496;17773.12105521551;17363.004976640157;18052.592388227255;18469.263231542755;31;0.6580022672011983;0.656289236692642
31;generated/Evaluation/data_1427111558237.dat;47;generated/Evaluation/model_1427111542622.mod;17363.004976640157;1.6598526580000001;18469.263231542755;17773.12105521551;18297.226091345136;18052.592388227255;31;0.6522789481922252;0.6580022672011983
31;generated/Evaluation/data_1427111559898.dat;47;generated/Evaluation/model_1427111542622.mod;17773.12105521551;1.210659913;18052.592388227255;18469.263231542755;18031.62004782807;18297.226091345136;31;0.6554131176074128;0.6522789481922252
35;generated/Evaluation/data_1427111561109.dat;47;generated/Evaluation/model_1427111542622.mod;18469.263231542755;1.134797596;18297.226091345136;18052.592388227255;18458.304711334174;18031.62004782807;31;0.7127043334289567;0.6554131176074128
33;generated/Evaluation/data_1427111562245.dat;47;generated/Evaluation/model_1427111542622.mod;18052.592388227255;0.7552637400000001;18031.62004782807;18297.226091345136;18982.4097474638;18458.304711334174;35;0.6724264485194373;0.7127043334289567
31;generated/Evaluation/data_1427111563001.dat;47;generated/Evaluation/model_1427111542622.mod;18297.226091345136;1.662758881;18458.304711334174;18031.62004782807;18778.528949736992;18982.4097474638;33;0.6594184079639611;0.6724264485194373
31;generated/Evaluation/data_1427111564665.dat;47;generated/Evaluation/model_1427111542622.mod;18031.62004782807;2.8902460810000004;18982.4097474638;18458.304711334174;18093.41796285048;18778.528949736992;31;0.6573886062040011;0.6594184079639611
32;generated/Evaluation/data_1427111567557.dat;47;generated/Evaluation/model_1427111542622.mod;18458.304711334174;2.49841763;18778.528949736992;18982.4097474638;17873.7679417466;18093.41796285048;31;0.6669867553964042;0.6573886062040011
