NoRunningPosterior;DataFile;CountPlants;ModelFile;Demand-1;Runtime;Demand-3;Demand-2;Demand-5;Demand-4;NoRunningPrior;AvgLoadPosterior;AvgLoadPrior
38;generated/Evaluation/data_1427173550745.dat;53;generated/Evaluation/model_1427173550741.mod;15381.465118594364;3.294503837;16792.441727085803;16326.056977808383;16788.785157838927;16898.957753218987;22;0.5528170621688548;0.24627216462458282
31;generated/Evaluation/data_1427173554041.dat;53;generated/Evaluation/model_1427173550741.mod;16326.056977808383;5.925730476;16898.957753218987;16792.441727085803;16932.080039670498;16788.785157838927;38;0.5762870401713099;0.5528170621688548
31;generated/Evaluation/data_1427173559967.dat;53;generated/Evaluation/model_1427173550741.mod;16792.441727085803;3.4847406490000004;16788.785157838927;16898.957753218987;17181.907344806765;16932.080039670498;31;0.5847645633070171;0.5762870401713099
40;generated/Evaluation/data_1427173563453.dat;53;generated/Evaluation/model_1427173550741.mod;16898.957753218987;10.772988457;16932.080039670498;16788.785157838927;16829.20418561268;17181.907344806765;31;0.7385456678497617;0.5847645633070171
39;generated/Evaluation/data_1427173574227.dat;53;generated/Evaluation/model_1427173550741.mod;16788.785157838927;5.203286107;17181.907344806765;16932.080039670498;17419.43677131004;16829.20418561268;40;0.6373755984978907;0.7385456678497617
32;generated/Evaluation/data_1427173579432.dat;53;generated/Evaluation/model_1427173550741.mod;16932.080039670498;4.276288708;16829.20418561268;17181.907344806765;17532.528063218993;17419.43677131004;39;0.5912676984346981;0.6373755984978907
32;generated/Evaluation/data_1427173583709.dat;53;generated/Evaluation/model_1427173550741.mod;17181.907344806765;3.876886631;17419.43677131004;16829.20418561268;18441.193719653176;17532.528063218993;32;0.5909112816926012;0.5912676984346981
32;generated/Evaluation/data_1427173587587.dat;53;generated/Evaluation/model_1427173550741.mod;16829.20418561268;3.1819796890000003;17532.528063218993;17419.43677131004;18080.128002988662;18441.193719653176;32;0.5910392023887173;0.5909112816926012
35;generated/Evaluation/data_1427173590770.dat;53;generated/Evaluation/model_1427173550741.mod;17419.43677131004;2.0216563450000002;18441.193719653176;17532.528063218993;18919.876347563586;18080.128002988662;32;0.6512290181992479;0.5910392023887173
35;generated/Evaluation/data_1427173592792.dat;53;generated/Evaluation/model_1427173550741.mod;17532.528063218993;1.665990654;18080.128002988662;18441.193719653176;18819.689629633514;18919.876347563586;35;0.6530302988465239;0.6512290181992479
