NoRunningPosterior;DataFile;CountPlants;ModelFile;Demand-1;Runtime;Demand-3;Demand-2;Demand-5;Demand-4;NoRunningPrior;AvgLoadPosterior;AvgLoadPrior
27;generated/Evaluation/data_1427028257412.dat;39;generated/Evaluation/model_1427028257408.mod;10432.95216214477;2.6333059960000003;11389.990477077521;11073.6506654374;11387.510296435685;11462.238250393071;20;0.49318413421317614;0.289151210844083
21;generated/Evaluation/data_1427028260048.dat;39;generated/Evaluation/model_1427028257408.mod;11073.6506654374;2.760793613;11462.238250393071;11389.990477077521;11484.704460691319;11387.510296435685;27;0.5290437561946715;0.49318413421317614
21;generated/Evaluation/data_1427028262809.dat;39;generated/Evaluation/model_1427028257408.mod;11389.990477077521;33.84356787;11387.510296435685;11462.238250393071;11654.15752014879;11484.704460691319;21;0.5368580503838605;0.5290437561946715
25;generated/Evaluation/data_1427028296654.dat;39;generated/Evaluation/model_1427028257408.mod;11462.238250393071;2.1731529320000003;11484.704460691319;11387.510296435685;11414.925746131317;11654.15752014879;21;0.6011542736675657;0.5368580503838605
23;generated/Evaluation/data_1427028298828.dat;39;generated/Evaluation/model_1427028257408.mod;11387.510296435685;2.721401004;11654.15752014879;11484.704460691319;11815.269164891566;11414.925746131317;25;0.5546936277234676;0.6011542736675657
22;generated/Evaluation/data_1427028301550.dat;39;generated/Evaluation/model_1427028257408.mod;11484.704460691319;3.578973973;11414.925746131317;11654.15752014879;11891.976814607908;11815.269164891566;23;0.5468166550672796;0.5546936277234676
23;generated/Evaluation/data_1427028305130.dat;39;generated/Evaluation/model_1427028257408.mod;11654.15752014879;0.8486285010000001;11815.269164891566;11414.925746131317;12508.30726504734;11891.976814607908;22;0.5563907392602078;0.5468166550672796
21;generated/Evaluation/data_1427028305980.dat;39;generated/Evaluation/model_1427028257408.mod;11414.925746131317;0.39025810800000005;11891.976814607908;11815.269164891566;12263.403329023877;12508.30726504734;23;0.5374740067728546;0.5563907392602078
22;generated/Evaluation/data_1427028306371.dat;39;generated/Evaluation/model_1427028257408.mod;11815.269164891566;0.5291589280000001;12508.30726504734;11891.976814607908;12832.988491402157;12263.403329023877;21;0.5460959452358227;0.5374740067728546
24;generated/Evaluation/data_1427028306901.dat;39;generated/Evaluation/model_1427028257408.mod;11891.976814607908;0.46833320900000003;12263.403329023877;12508.30726504734;12765.033766193103;12832.988491402157;22;0.5990743046716199;0.5460959452358227
24;generated/Evaluation/data_1427028307370.dat;39;generated/Evaluation/model_1427028257408.mod;12508.30726504734;0.5176841440000001;12832.988491402157;12263.403329023877;12801.936184890916;12765.033766193103;24;0.6124149582041599;0.5990743046716199
24;generated/Evaluation/data_1427028307889.dat;39;generated/Evaluation/model_1427028257408.mod;12263.403329023877;1.2106175750000001;12765.033766193103;12832.988491402157;13247.378852541951;12801.936184890916;24;0.6071139406138155;0.6124149582041599
25;generated/Evaluation/data_1427028309100.dat;39;generated/Evaluation/model_1427028257408.mod;12832.988491402157;1.347720006;12801.936184890916;12765.033766193103;13688.439496996201;13247.378852541951;24;0.6269744715512205;0.6071139406138155
25;generated/Evaluation/data_1427028310449.dat;39;generated/Evaluation/model_1427028257408.mod;12765.033766193103;47.703855259;13247.378852541951;12801.936184890916;13859.972349189204;13688.439496996201;25;0.6238038851148908;0.6269744715512205
25;generated/Evaluation/data_1427028358154.dat;39;generated/Evaluation/model_1427028257408.mod;12801.936184890916;3.773908017;13688.439496996201;13247.378852541951;13286.872670744466;13859.972349189204;25;0.6250548930637418;0.6238038851148908
29;generated/Evaluation/data_1427028361929.dat;39;generated/Evaluation/model_1427028257408.mod;13247.378852541951;3.1339046560000003;13859.972349189204;13688.439496996201;13600.710057970175;13286.872670744466;25;0.7276318986002289;0.6250548930637418
30;generated/Evaluation/data_1427028365064.dat;39;generated/Evaluation/model_1427028257408.mod;13688.439496996201;1800.3344641540002;13286.872670744466;13859.972349189204;14133.426167309499;13600.710057970175;29;0.7687304958128347;0.7276318986002289
31;generated/Evaluation/data_1427030165401.dat;39;generated/Evaluation/model_1427028257408.mod;13859.972349189204;1800.2785005290002;13600.710057970175;13286.872670744466;13814.572809368685;14133.426167309499;30;0.7549245262907249;0.7687304958128347
30;generated/Evaluation/data_1427031965680.dat;39;generated/Evaluation/model_1427028257408.mod;13286.872670744466;115.006652783;14133.426167309499;13600.710057970175;14001.776399339029;13814.572809368685;31;0.7159032193260916;0.7549245262907249
33;generated/Evaluation/data_1427032080688.dat;39;generated/Evaluation/model_1427028257408.mod;13600.710057970175;1800.2706895550002;13814.572809368685;14133.426167309499;13798.523927457612;14001.776399339029;30;0.7950452812619205;0.7159032193260916
31;generated/Evaluation/data_1427033880959.dat;39;generated/Evaluation/model_1427028257408.mod;14133.426167309499;2.829157035;14001.776399339029;13814.572809368685;14125.04026504966;13798.523927457612;33;0.6779480714342974;0.7950452812619205
25;generated/Evaluation/data_1427033883789.dat;39;generated/Evaluation/model_1427028257408.mod;13814.572809368685;3.0507971510000003;13798.523927457612;14001.776399339029;14526.106606418514;14125.04026504966;31;0.6240061353974908;0.6779480714342974
29;generated/Evaluation/data_1427033886840.dat;39;generated/Evaluation/model_1427028257408.mod;14001.776399339029;4.104956936000001;14125.04026504966;13798.523927457612;14370.088785594846;14526.106606418514;25;0.6604273450784911;0.6240061353974908
25;generated/Evaluation/data_1427033890947.dat;39;generated/Evaluation/model_1427028257408.mod;13798.523927457612;1.313483929;14526.106606418514;14125.04026504966;13845.814187946793;14370.088785594846;29;0.6236587526371427;0.6604273450784911
26;generated/Evaluation/data_1427033892262.dat;39;generated/Evaluation/model_1427028257408.mod;14125.04026504966;3.310596309;14370.088785594846;14526.106606418514;13677.729120502532;13845.814187946793;25;0.6425436359648726;0.6236587526371427
29;generated/Evaluation/data_1427033895573.dat;39;generated/Evaluation/model_1427028257408.mod;14526.106606418514;224.553962049;13845.814187946793;14370.088785594846;14107.701244329379;13677.729120502532;26;0.7289781882632352;0.6425436359648726
