NoRunningPosterior;DataFile;CountPlants;ModelFile;Demand-1;Runtime;Demand-3;Demand-2;Demand-5;Demand-4;NoRunningPrior;AvgLoadPosterior;AvgLoadPrior
21;generated/Evaluation/data_1426984036400.dat;32;generated/Evaluation/model_1426984036396.mod;7788.056651120743;0.26554007900000004;8502.472714584906;8266.329354990354;8500.62129352561;8556.404693065595;16;0.449052086253153;0.2567777662109697
15;generated/Evaluation/data_1426984036674.dat;32;generated/Evaluation/model_1426984036396.mod;8266.329354990354;0.23582996;8556.404693065595;8502.472714584906;8573.175412974922;8500.62129352561;21;0.44888836075764077;0.449052086253153
15;generated/Evaluation/data_1426984036904.dat;32;generated/Evaluation/model_1426984036396.mod;8502.472714584906;0.22466437;8500.62129352561;8556.404693065595;8699.669813241511;8573.175412974922;15;0.4528082391288827;0.44888836075764077
15;generated/Evaluation/data_1426984037129.dat;32;generated/Evaluation/model_1426984036396.mod;8556.404693065595;0.26954034400000004;8573.175412974922;8500.62129352561;8521.086553216941;8699.669813241511;15;0.45370348681371153;0.4528082391288827
15;generated/Evaluation/data_1426984037401.dat;32;generated/Evaluation/model_1426984036396.mod;8500.62129352561;0.234041196;8699.669813241511;8573.175412974922;8819.937461066518;8521.086553216941;15;0.45277750633428343;0.45370348681371153
15;generated/Evaluation/data_1426984037635.dat;32;generated/Evaluation/model_1426984036396.mod;8573.175412974922;0.21208880700000002;8521.086553216941;8699.669813241511;8877.198676519307;8819.937461066518;15;0.4539818735629964;0.45277750633428343
15;generated/Evaluation/data_1426984037848.dat;32;generated/Evaluation/model_1426984036396.mod;8699.669813241511;0.23411624800000003;8819.937461066518;8521.086553216941;9337.28096092291;8877.198676519307;15;0.45608162629176063;0.4539818735629964
15;generated/Evaluation/data_1426984038084.dat;32;generated/Evaluation/model_1426984036396.mod;8521.086553216941;0.236128249;8877.198676519307;8819.937461066518;9154.463509238065;9337.28096092291;15;0.45311722085754436;0.45608162629176063
15;generated/Evaluation/data_1426984038320.dat;32;generated/Evaluation/model_1426984036396.mod;8819.937461066518;0.341361982;9337.28096092291;8877.198676519307;9579.651072959045;9154.463509238065;15;0.45807801760371125;0.45311722085754436
15;generated/Evaluation/data_1426984038663.dat;32;generated/Evaluation/model_1426984036396.mod;8877.198676519307;0.43018378700000004;9154.463509238065;9337.28096092291;9528.923796401623;9579.651072959045;15;0.45902852919272985;0.45807801760371125
15;generated/Evaluation/data_1426984039094.dat;32;generated/Evaluation/model_1426984036396.mod;9337.28096092291;1.2386768460000002;9579.651072959045;9154.463509238065;9556.470949203182;9528.923796401623;15;0.46666569755825893;0.45902852919272985
15;generated/Evaluation/data_1426984040333.dat;32;generated/Evaluation/model_1426984036396.mod;9154.463509238065;1.777231202;9528.923796401623;9579.651072959045;9888.987831920243;9556.470949203182;15;0.4636310063606093;0.46666569755825893
16;generated/Evaluation/data_1426984042112.dat;32;generated/Evaluation/model_1426984036396.mod;9579.651072959045;3.0796229900000003;9556.470949203182;9528.923796401623;10218.233594021329;9888.987831920243;15;0.47811238284564944;0.4636310063606093
22;generated/Evaluation/data_1426984045193.dat;32;generated/Evaluation/model_1426984036396.mod;9528.923796401623;4.2673452020000004;9888.987831920243;9556.470949203182;10346.280531230019;10218.233594021329;16;0.5964546501920192;0.47811238284564944
19;generated/Evaluation/data_1426984049461.dat;32;generated/Evaluation/model_1426984036396.mod;9556.470949203182;0.628162293;10218.233594021329;9888.987831920243;9918.469429146988;10346.280531230019;22;0.510487814097242;0.5964546501920192
16;generated/Evaluation/data_1426984050090.dat;32;generated/Evaluation/model_1426984036396.mod;9888.987831920243;0.552040498;10346.280531230019;10218.233594021329;10152.744763009065;9918.469429146988;19;0.49076719686413783;0.510487814097242
17;generated/Evaluation/data_1426984050644.dat;32;generated/Evaluation/model_1426984036396.mod;10218.233594021329;0.9258074540000001;9918.469429146988;10346.280531230019;10550.41008093825;10152.744763009065;16;0.4999451519523106;0.49076719686413783
17;generated/Evaluation/data_1426984051570.dat;32;generated/Evaluation/model_1426984036396.mod;10346.280531230019;0.5389219230000001;10152.744763009065;9918.469429146988;10312.390393274636;10550.41008093825;17;0.506560849194218;0.4999451519523106
16;generated/Evaluation/data_1426984052110.dat;32;generated/Evaluation/model_1426984036396.mod;9918.469429146988;0.388253165;10550.41008093825;10152.744763009065;10452.13532273691;10312.390393274636;17;0.4922903986346114;0.506560849194218
17;generated/Evaluation/data_1426984052499.dat;32;generated/Evaluation/model_1426984036396.mod;10152.744763009065;0.43641030700000005;10312.390393274636;10550.41008093825;10300.410121577033;10452.13532273691;16;0.4965615936404281;0.4922903986346114
