AbstractionError;TopLevelViolation Abstracted;topLevelViolationActualCentral;topLevelViolationActualRegioCentral;relativeTLViolationCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepCentral;runtimePerStepRegioCentral;runtimePerAvppPerStep;unsolvedCentralAllocations;Totalruntimecentral;Totalruntimeregiocentral;timestamps;Toplevelcostscentral;Toplevelcostsregiocentral;Rootcostsregiocentral;Longest serial path
0.0;3.637978807091713E-12;0.0;221.93406033109568;0.0;0.012890607386654906;2.1130490927453088E-16;0.0;4.464E-6;9.867375824;5.563160160000001;1.7875277760000001;0.0;218.930324992;320.184590736;1.424391108612E12;2188.0221295457145;2179.571989314179;2079.299851444094;1.998919472E9
0.0;3.637978807091713E-12;3.637978807091713E-12;52.79448282091835;2.1272307739357014E-16;0.0030870453367845543;2.1272308983210064E-16;0.0;4.576E-6;3.107693072;4.818538592;0.21139169600000002;0.0;73.33449056;278.163022032;1.424391647937E12;2048.439931533174;2097.606253644798;2059.2687769123895;2.542875792E9
0.0;1.8189894035458565E-12;3.637978807091713E-12;1.8189894035458565E-12;2.3342859455401437E-16;1.1671430476590626E-16;1.1671430476590626E-16;0.11738159157931032;4.672E-6;5.61876768;4.566081056000001;0.755348016;0.0;2020.2016662400001;348.057235728;1.424391999525E12;1783.808573769143;1802.465380632976;1796.505697745691;2.426949696E9
219.84011348404738;0.0;1.8189894035458565E-12;1.8189894035458565E-12;1.1509851349260986E-16;1.1509852077559272E-16;0.0;0.0;4.544E-6;3.558776336;4.2516232480000005;0.6394219200000001;0.0;106.742783824;305.92087217600005;1.424394367864E12;1823.527562864721;1841.1800589711613;1834.6874988435804;1.968673696E9
0.0;3.637978807091713E-12;1.8189894035458565E-12;1.8189894035458565E-12;1.1154550835173095E-16;1.1154551519201336E-16;2.230910303840267E-16;1.6703395421799102E-16;4.496000000000001E-6;1.649175072;4.2969866240000005;0.18114592000000002;0.0;5542.978036144001;303.00206137600003;1.424394780663E12;1908.9061242507255;1931.7426275077632;1923.0982227252862;2.165122832E9
4.547473508864641E-13;0.0;3.637978807091713E-12;0.0;2.2604395405147276E-16;0.0;0.0;0.0;4.4480000000000004E-6;2.0949736320000003;4.268943424000001;0.37759505600000004;0.0;82.475719936;302.107218768;1.424400626766E12;1872.7635607872767;1886.8919478428752;1885.9269383900596;2.326326368E9
0.0;0.0;2.7284841053187847E-11;0.0;1.7399296653253486E-15;0.0;0.0;0.09321471942854964;4.464E-6;4.024052048000001;4.11451712;0.538798592;0.0;107.65950587200001;303.581365472;1.424401011475E12;1801.041776123662;1813.7191515445952;1813.3643570738432;1.964885824E9
441.7741738151353;0.0;1.8189894035458565E-12;3.637978807091713E-12;1.2198126392382598E-16;2.43962544207758E-16;0.0;0.0;4.56E-6;4.783510176;4.032065888;0.17735804800000002;0.0;112.33778067200001;320.86342579200004;1.424401422843E12;1667.896552170837;1687.3597578552335;1681.5465403746555;1.882618256E9
0.0;1.8189894035458565E-12;1.8189894035458565E-12;0.0;1.2079883569866173E-16;0.0;1.207988437208963E-16;0.0;4.544E-6;11.660335696;4.081407232;0.09509048;0.0;132.254705968;294.71487014400003;1.424401856176E12;1692.1692242774989;1714.7307391666034;1706.4028917199753;2.259924672E9
0.0;3.637978807091713E-12;1.8189894035458565E-12;0.0;1.1777313153733087E-16;0.0;2.3554627832545033E-16;0.0;4.576E-6;3.7252435520000002;4.242081968;0.472396896;0.0;136.235356752;356.93516734400004;1.424402283261E12;1758.9128474541085;1772.4323695534108;1772.3615850735803;1.959185872E9
0.0;0.0;3.637978807091713E-12;0.0;2.3005631319082937E-16;0.0;0.0;0.0;3.0880000000000003E-6;4.68654568;4.081135312000001;0.171658096;0.0;95.298321056;317.84769120000004;1.424402776548E12;1825.9203648753742;1837.9005119802187;1836.3744392607377;1.787527776E9
0.0;1.8189894035458565E-12;3.637978807091713E-12;5.4569682106375694E-12;2.3482756204234733E-16;3.5224136580031677E-16;1.1741378860010558E-16;0.028189139965407683;4.512E-6;3.101786864;4.132534496;1.9651648320000001;0.0;1955.689730128;309.29293304000004;1.424403189817E12;1767.26456605432;1780.434074481488;1780.4210744814877;2.183601536E9
0.0;0.0;0.0;1.8189894035458565E-12;0.0;1.2452853102900357E-16;0.0;0.0;4.416000000000001E-6;2.250661888;3.9156211200000004;0.218436704;0.0;250.60874940800002;377.34590784;1.424405454939E12;1616.9756346798192;1634.070072026055;1630.122663877457;2.347396928E9
52.79448282092562;1.8189894035458565E-12;3.637978807091713E-12;1.8189894035458565E-12;2.3786490137457597E-16;1.189324584635448E-16;1.189324584635448E-16;1.7438602980438417E-16;5.536E-6;2.382737744;4.174132224;0.382232096;0.0;74.911544144;279.943979824;1.424406082998E12;1731.9731653259432;1746.705465601508;1746.6924656015074;2.342509712E9
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.5280000000000005E-6;3.23083936;4.342187376;0.37734488000000005;0.0;2054.8516306240003;299.946354368;1.424406437963E12;1781.9077518258564;1796.1615434290234;1794.6468398337918;2.118879504E9
4.547473508864641E-13;0.0;1.8189894035458565E-12;3.637978807091713E-12;1.181084773615576E-16;2.362169700608773E-16;0.0;0.0;4.3360000000000005E-6;14.773740528000001;4.0645720800000005;0.153714672;0.0;122.146131264;330.62828425600003;1.424408792879E12;1751.3260684036986;1764.8977093578123;1764.8847093578117;2.270997648E9
0.0;1.8189894035458565E-12;1.8189894035458565E-12;0.0;1.259789674053762E-16;0.0;1.2597897613038654E-16;0.0;4.288E-6;4.692163168;4.282594128;0.305832816;0.0;75.62366672;293.067900192;1.424409245808E12;1588.6947736903796;1602.1166463628301;1601.5245249201473;2.465375952E9
0.0;1.8189894035458565E-12;1.8189894035458565E-12;1.8189894035458565E-12;1.1869008562330685E-16;1.1869009336790247E-16;1.1869009336790247E-16;1.288901800726379E-16;4.736E-6;3.876278848;4.216338816;0.50021112;0.0;110.272647824;239.93354785600002;1.42440961461E12;1737.6373537743125;1754.5234069003002;1752.0173447967672;2.148652496E9
0.0;0.0;1.8189894035458565E-12;0.0;1.1539364766549572E-16;0.0;0.0;0.0;4.304000000000001E-6;11.871192512;4.29491568;0.18348766400000002;0.0;94.237621008;305.182169808;1.424409964917E12;1815.8564968265669;1828.7146437969918;1827.6335091374417;2.066080576E9
