AbstractionError;TopLevelViolation Abstracted;topLevelViolationActualCentral;topLevelViolationActualRegioCentral;relativeTLViolationCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepCentral;runtimePerStepRegioCentral;runtimePerAvppPerStep;unsolvedCentralAllocations;Totalruntimecentral;Totalruntimeregiocentral;timestamps;Toplevelcostscentral;Toplevelcostsregiocentral;Rootcostsregiocentral;Longest serial path
9.094947017729282E-13;0.0;3.637978807091713E-12;3.637978807091713E-12;2.1130489700129772E-16;2.1130490927453088E-16;0.0;1.3160443225476866E-16;4.432E-6;5.192740496000001;6.0697253600000005;0.190465072;0.0;231.10387886400002;270.59065691200004;1.424711557062E12;2140.2729308335447;2103.30767628009;2084.0873423358335;1.39684736E9
4.547473508864641E-13;0.0;0.0;0.0;0.0;0.0;0.0;1.474657949316009E-16;4.56E-6;3.7453861760000002;5.204048656;1.2063822880000001;0.0;73.360618144;250.80049768;1.424712059041E12;2050.6672159697086;2074.7725362941633;2064.035218539715;2.948569328E9
4.547473508864641E-13;0.0;1.8189894035458565E-12;0.0;1.1671429727700718E-16;0.0;0.0;1.288901800726379E-16;4.48E-6;3.866095264;4.91468328;2.758104256;0.0;288.92266528;272.636686;1.424712383425E12;1786.0796215408366;1810.7563947208168;1801.1997260462897;1.779715152E9
4.547473508864641E-13;0.0;1.8189894035458565E-12;1.8189894035458565E-12;1.1509851349260986E-16;1.1509852077559272E-16;0.0;1.231049742008662E-16;4.5280000000000005E-6;3.3025808000000003;4.978704896;1.58925008;0.0;116.02964072;230.762584736;1.42471294524E12;1824.5045495474578;1845.4487150487769;1838.7277104031843;4.31906544E8
0.0;0.0;1.8189894035458565E-12;1.8189894035458565E-12;1.1154550835173095E-16;1.1154551519201336E-16;0.0;0.0;4.432E-6;1.6807859200000002;4.661030736000001;0.24144147200000002;0.0;188.480484912;284.696993952;1.424713292275E12;1908.929605643336;1934.6523477129049;1925.184278473376;1.90465072E8
4.547473508864641E-13;0.0;3.637978807091713E-12;0.0;2.2604395405147276E-16;0.0;0.0;1.5316682457811727E-16;4.432E-6;2.583789328;4.825020096;0.19747003200000002;0.0;88.19734203200001;223.867100432;1.424713765701E12;1872.7635607872771;1884.3744043875972;1888.5326841550109;1.078316832E9
4.547473508864641E-13;0.0;3.637978807091713E-12;1.8189894035458565E-12;2.3199062204337983E-16;1.1599531841860658E-16;0.0;1.288901800726379E-16;4.288E-6;4.488261152000001;4.395522752000001;0.8808468;0.0;125.11700974400001;233.43410136000003;1.424714077997E12;1801.0417761236558;1816.535467841455;1817.769701410288;2.608757296E9
4.547473508864641E-13;0.0;1.8189894035458565E-12;1.8189894035458565E-12;1.2198126392382598E-16;1.21981272103879E-16;0.0;1.231049742008662E-16;4.608000000000001E-6;4.561938464000001;7.328870928000001;2.4112872640000003;0.0;117.42469712;228.638819696;1.42471443679E12;1667.8965521708374;1680.1799986342285;1686.5004175244685;1.6251968E9
9.094947017729282E-13;0.0;0.0;2.1827872842550278E-11;0.0;1.4495861246507556E-15;0.0;1.3160443225476866E-16;4.384E-6;4.413410592;4.600270608000001;1.427726768;0.0;142.35764428800002;267.501973984;1.424714783136E12;1692.1692242774989;1706.967739480145;1711.171710925324;4.00717952E8
0.0;0.0;5.4569682106375694E-12;1.8189894035458565E-12;3.533193946119926E-16;1.1777313916272516E-16;0.0;0.0;4.576E-6;11.940693552;4.239417104;0.20324792000000003;0.0;1936.2195923040001;254.73327881600002;1.424715193269E12;1758.9128474541078;1772.3126115157556;1777.1658691727275;1.97470032E8
4.547473508864641E-13;0.0;5.4569682106375694E-12;1.8189894035458565E-12;3.4508446978624405E-16;1.1502816386949646E-16;0.0;1.288901800726379E-16;4.624E-6;3.0716790560000002;4.104435232;0.21167904;0.0;97.533168191;237.13964464000003;1.424717384471E12;1825.920364875374;1836.0389664230843;1840.3857640246936;1.179270048E9
4.547473508864641E-13;1.8189894035458565E-12;1.8189894035458565E-12;6.366462912410498E-11;1.1741378102117367E-16;4.1094826010036955E-15;1.1741378860010558E-16;1.231049742008662E-16;4.56E-6;3.855204704;4.395883328;0.9675910080000001;0.0;1979.325782112;235.892251216;1.42471771937E12;1767.2645660543194;1781.0622390196004;1785.2739625989288;2.21508904E9
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.48E-6;3.579885072;4.823302064;2.00341;0.0;278.64945433500003;264.527999231;1.424719934836E12;1616.9756346798192;1630.3565403429423;1634.9438403521856;1.640858864E9
0.0;0.0;1.8189894035458565E-12;0.0;1.1893245068728798E-16;0.0;0.0;0.0;4.4480000000000004E-6;3.276688528;4.0952382720000005;1.429179824;0.0;80.47382179200001;206.480578016;1.424720478254E12;1731.9731653259423;1745.539494125415;1751.341948039001;4.34356016E8
4.547473508864641E-13;1.8189894035458565E-12;0.0;1.8189894035458565E-12;0.0;1.167941270860463E-16;1.167941270860463E-16;1.288901800726379E-16;4.416000000000001E-6;3.5824623520000003;3.9434372800000004;0.22267697600000003;0.0;2087.96302568;258.769319632;1.424720765479E12;1781.9077518258564;1796.382085867748;1799.3726988073024;2.1167904E8
4.547473508864641E-13;1.8189894035458565E-12;1.8189894035458565E-12;1.8189894035458565E-12;1.181084773615576E-16;1.1810848503043865E-16;1.1810848503043865E-16;1.231049742008662E-16;4.544E-6;16.377432288;3.8931912800000004;0.19844270400000003;0.0;133.127860432;258.683268224;1.42472311247E12;1751.3260684036986;1764.1954872049703;1769.6439029821554;1.112702848E9
