Abstraction Error;Top Level Violation Abstracted;topLevelViolationActualCentral;topLevelViolationActualRegioCentral;relativeTLViolationCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepCentral;runtimePerStepRegioCentral;runtimePerAvppPerStep;unsolvedCentralAllocations;Total runtime central;Total runtime regio central;time stamps
28.0;19129.78612507574;19221.78612507689;19221.786125075727;0.1402929326161557;0.14029293364009504;0.1396214585851287;0.0017848608665957657;0.072550192;1800.704941984;86.042728592;0.370843872;0.0;2118.248330544;3520.348919808;1.380381804708E12
14.0;1934.179461849446;1936.4001618377224;2380.655075109593;0.014227946010248342;0.017492165511086736;0.014211629239593933;4.334139089326329E-4;0.031603424000000005;24.952587968000003;82.672064144;60.353452256000004;0.0;4188.55231256;5478.310029984001;1.380387443636E12
14.0;1.4551915228366852E-11;0.0;0.00416854236391373;0.0;3.3610174823584776E-8;1.173293617158301E-16;5.617525206432279E-4;0.023165072000000002;8.027187920000001;21.095822400000003;5.52509872;0.0;2606.870514608;8208.969403568;1.380397110755E12
16.0;1.4551915228366852E-11;1.0186340659856796E-9;129.7941653211019;8.099354340260336E-15;0.001032018248452526;1.157050629237122E-16;5.542077397399313E-4;0.026393952000000002;6.792884624;78.1113948;5.515160576;0.0;4431.658758832;10850.39706784;1.380407926824E12
20.0;0.0;1.0040821507573128E-9;2.9103830456733704E-11;7.73719997505741E-15;2.2426666767183457E-16;0.0;0.0012421762700947014;0.01457576;7.176811392;14.590538624;8.617691856;0.0;2616.657676656;13572.888425104002;1.380423209226E12
200.46636938517986;1.4551915228366852E-11;4.3655745685100555E-11;2.9103830456733704E-11;3.4085274734671186E-16;2.272351666720012E-16;1.136175833360006E-16;0.010523897949248184;0.042641344000000005;6.520663744;14.863960832;5.546616064;0.0;;;
7.275957614183426E-12;1.4551915228366852E-11;5.820766091346741E-11;232.52791984127543;4.664263421804318E-16;0.0018632796142883643;1.1660658647949328E-16;1.9658853897318963E-16;0.017353568;6.272915968;78.289264352;0.420038128;0.0;;;
243.78854388785112;2.9103830456733704E-11;0.0;13.999999999941792;0.0;1.1797328113320655E-4;2.452481694671214E-16;0.008897688527603644;0.020117872000000002;6.153226352000001;30.971361984;60.160514304;0.0;;;
1.0575925131706754;1.4551915228366852E-11;2.9103830456733704E-11;1.1631074739270844;2.4287084843515736E-16;9.706107304027266E-6;1.2143542523095475E-16;3.353060813448881E-5;0.014328192000000002;4.776861184;12.004238656;4.410763968;0.0;;;
1.1631074738943425;1.4551915228366852E-11;2.9103830456733704E-11;244.1830777816358;2.3678754991554356E-16;0.0019866633457449132;1.183937759210186E-16;6.0691647773695786E-5;0.025432080000000003;12.899408176000001;76.350147648;4.802595264000001;0.0;;;
