05.10.2011;20:45;1545145
05.10.2011;21:00;1459855
05.10.2011;21:15;1474868
05.10.2011;21:30;1458923
05.10.2011;21:45;1399348
05.10.2011;22:00;1395841
05.10.2011;22:15;1376130
05.10.2011;22:30;1359902
05.10.2011;22:45;1299671
05.10.2011;23:00;1281676
05.10.2011;23:15;1251820
05.10.2011;23:30;1244760
05.10.2011;23:45;1225029
06.10.2011;00:00;1153864
06.10.2011;00:15;1100210
06.10.2011;00:30;1130009
06.10.2011;00:45;1145157
06.10.2011;01:00;1133534
06.10.2011;01:15;1131392
06.10.2011;01:30;1125283
06.10.2011;01:45;1102511
06.10.2011;02:00;1120743
06.10.2011;02:15;1103535
06.10.2011;02:30;1128463
06.10.2011;02:45;1159280
06.10.2011;03:00;1122813
06.10.2011;03:15;1121058
06.10.2011;03:30;1156993
06.10.2011;03:45;1161727
06.10.2011;04:00;1124481
06.10.2011;04:15;1176855
06.10.2011;04:30;1152081
06.10.2011;04:45;1159047
06.10.2011;05:00;1203260
06.10.2011;05:15;1250740
06.10.2011;05:30;1270557
06.10.2011;05:45;1290282
06.10.2011;06:00;1325877
06.10.2011;06:15;1457342
06.10.2011;06:30;1533904
06.10.2011;06:45;1560746
06.10.2011;07:00;1571874
06.10.2011;07:15;1582212
06.10.2011;07:30;1657369
06.10.2011;07:45;1631150
06.10.2011;08:00;1566859
06.10.2011;08:15;1585943
06.10.2011;08:30;1536077
06.10.2011;08:45;1544699
06.10.2011;09:00;1532578
06.10.2011;09:15;1557752
06.10.2011;09:30;1539220
06.10.2011;09:45;1524066
06.10.2011;10:00;1533768
06.10.2011;10:15;1521823
06.10.2011;10:30;1532415
06.10.2011;10:45;1476303
06.10.2011;11:00;1532245
06.10.2011;11:15;1565673
06.10.2011;11:30;1603765
06.10.2011;11:45;1550521
06.10.2011;12:00;1484782
06.10.2011;12:15;1485063
06.10.2011;12:30;1526758
06.10.2011;12:45;1523766
06.10.2011;13:00;1462889
06.10.2011;13:15;1498621
06.10.2011;13:30;1472412
06.10.2011;13:45;1492008
06.10.2011;14:00;1465411
06.10.2011;14:15;1512333
06.10.2011;14:30;1519925
06.10.2011;14:45;1546521
06.10.2011;15:00;1534920
06.10.2011;15:15;1524105
06.10.2011;15:30;1528969
06.10.2011;15:45;1453280
06.10.2011;16:00;1503908
06.10.2011;16:15;1504647
06.10.2011;16:30;1554074
06.10.2011;16:45;1503870
06.10.2011;17:00;1505680
06.10.2011;17:15;1526340
06.10.2011;17:30;1590980
06.10.2011;17:45;1589526
06.10.2011;18:00;1532918
06.10.2011;18:15;1583888
06.10.2011;18:30;1616563
06.10.2011;18:45;1634954
06.10.2011;19:00;1613540
06.10.2011;19:15;1661941
06.10.2011;19:30;1670383
06.10.2011;19:45;1656554
06.10.2011;20:00;1614804
06.10.2011;20:15;1584810
06.10.2011;20:30;1583420
06.10.2011;20:45;1550529
06.10.2011;21:00;1505215
06.10.2011;21:15;1494249
06.10.2011;21:30;1450935
06.10.2011;21:45;1424482
06.10.2011;22:00;1422032
06.10.2011;22:15;1421538
06.10.2011;22:30;1410541
06.10.2011;22:45;1352549
06.10.2011;23:00;1318623
06.10.2011;23:15;1277481
06.10.2011;23:30;1246833
06.10.2011;23:45;1245755
07.10.2011;00:00;1214676
