topLevelViolationActualCentral;relativeTLViolationCentral;runtimePerStepCentral;unsolvedCentralAllocations;Total runtime central;time stamps;Top level costs central
1.4551915228366852E-11;4.122994070462064E-16;2.378212496;0.0;182.12716878400002;1.423834566607E12;3902.5502179637056
7.275957614183426E-12;2.075332846909522E-16;2.392989392;0.0;242.55490734400001;1.4238347488E12;3863.4196116305984
3.637978807091713E-12;1.1386682560111035E-16;2.52297568;0.0;298.54823123200003;1.423834991429E12;3350.253453170691
1.0913936421275139E-11;3.3687138583566707E-16;2.382166256;0.0;218.13917696000001;1.423835290046E12;3422.236954540667
4.0745362639427185E-10;1.2188303584723342E-14;4.71245864;0.0;285.198278576;1.42383550826E12;3592.7393885490965
7.275957614183426E-12;2.2052917309963818E-16;5.0849771520000004;0.0;229.29812188800003;1.423835793523E12;3519.9597393305567
7.275957614183426E-12;2.263307607744348E-16;1.929745872;0.0;233.23103916800002;1.423836022892E12;3382.0183525481584
3.637978807091713E-12;1.1900529455660088E-16;2.01719432;0.0;253.509517184;1.423836256191E12;3129.5147832329817
1.0913936421275139E-11;3.5355514176188105E-16;2.0582320800000002;0.0;156.197756784;1.423836509771E12;3177.0583819632952
3.637978807091713E-12;1.14899827580062E-16;4.283944784;0.0;235.49710088;1.423836666037E12;3304.180177352799
0.0;0.0;4.127890992;0.0;186.201753808;1.423836901598E12;3425.41943224492
3.637978807091713E-12;1.1454924410509272E-16;2.7049008480000003;0.0;228.94583708800002;1.423837087864E12;3319.72351801376
7.275957614183426E-12;2.429808158266099E-16;4.068262144;0.0;207.137435696;1.423837316873E12;3030.4025273867014
0.0;0.0;4.203270656;0.0;229.44209249600001;1.423837524074E12;3254.715818211264
7.275957614183426E-12;2.2788940098696237E-16;3.5675870240000003;0.0;266.403230496;1.423837753582E12;3346.7510136599853
0.0;0.0;5.902564928;0.0;259.089895792;1.423838020063E12;3289.760451679375
0.0;0.0;5.180612864;0.0;255.42068163200003;1.423838279228E12;2976.0031569380126
1.0913936421275139E-11;3.4738323246790554E-16;5.534774752000001;0.0;243.187803744;1.423838534726E12;3264.9737936912456
1.0913936421275139E-11;3.377351872701177E-16;1.5063502560000002;0.0;240.71605854400002;1.423838777994E12;3408.929332802811
1.0913936421275139E-11;3.3560640456928574E-16;1.6776712800000002;0.0;268.69597592;1.423839018766E12;3441.8487200111545
7.275957614183426E-12;2.2520583028342104E-16;2.169989792;0.0;;;3407.799249159421
0.0;0.0;3.7513207680000002;0.0;;;3452.2692603519017
0.0;0.0;6.738118384000001;0.0;;;3531.772483100357
3.637978807091713E-12;1.1233247453359932E-16;3.2895775040000004;0.0;;;3420.2909809125863
7.275957614183426E-12;2.1705250030731054E-16;3.8216348160000004;0.0;;;3608.0908783439245
2.1827872842550278E-11;6.469572942793239E-16;2.1851833600000004;0.0;;;3644.310043259765
1.4551915228366852E-11;4.1005288148758375E-16;2.153669136;0.0;;;3934.706897004772
1.4551915228366852E-11;4.182417634050602E-16;5.55054824;0.0;;;3819.1569504505333
1.4551915228366852E-11;3.996783324209943E-16;6.58308536;0.0;;;4088.2414622675306
1.4551915228366852E-11;4.018060220925777E-16;5.716536864;0.0;;;4055.9864407248833
7.275957614183426E-12;2.0032389498758575E-16;4.827824656000001;0.0;;;4073.502342767192
7.275957614183426E-12;1.9358801094617645E-16;3.834796272;0.0;;;4285.85945242716
2.1827872842550278E-11;5.6205100480782515E-16;2.602010592;0.0;;;4496.770407567622
1.4551915228366852E-11;3.700633249069778E-16;2.474217232;0.0;;;4579.405920957265
1.4551915228366852E-11;3.8602518230848115E-16;3.09283872;0.0;;;4304.707584532258
7.275957614183426E-12;1.885588114999788E-16;5.83962376;0.0;;;4454.562340295015
7.275957614183426E-12;1.8145166615887112E-16;5.536090560000001;0.0;;;4711.680935315424
1.4551915228366852E-11;3.7127948297848756E-16;5.713160688;0.0;;;4557.534808614885
1.4551915228366852E-11;3.6631548067164163E-16;5.968577440000001;0.0;;;4648.009887023468
1.4551915228366852E-11;3.7171131325667143E-16;5.2285668;0.0;;;4549.80330074863
0.0;0.0;4.086050080000001;0.0;;;4707.624393900016
1.3096723705530167E-10;3.177837555548002E-15;4.774234592;0.0;;;4902.245755592446
1.4551915228366852E-11;3.569266364193632E-16;3.9840543520000002;0.0;;;4826.774717163559
1.4551915228366852E-11;3.704417364629497E-16;2.531068496;0.0;;;4572.585262943583
1.4551915228366852E-11;3.749940800650509E-16;2.62766688;0.0;;;4491.610711049811
7.275957614183426E-12;1.8178253721568536E-16;2.7193358080000003;0.0;;;4699.236929620666
7.275957614183426E-12;1.8613020175942605E-16;2.485433328;0.0;;;4539.998269982694
0.0;0.0;3.5971648000000003;0.0;;;4326.7412999500675
1.4551915228366852E-11;3.4862184584487155E-16;5.60022896;0.0;;;5309.50712634294
7.275957614183426E-12;1.7548081697150123E-16;5.959380016000001;0.0;;;5261.100088584899
7.275957614183426E-12;1.9256133897516669E-16;5.771760336000001;0.0;;;4626.283513226286
0.0;0.0;6.083485168;0.0;;;4716.641602282903
7.275957614183426E-12;1.8403360093953126E-16;5.96222904;0.0;;;4927.115874645089
7.275957614183426E-12;1.864695560997724E-16;6.589482032;0.0;;;4837.277565994257
7.275957614183426E-12;1.9137511788275613E-16;6.275131920000001;0.0;;;4666.098828177722
0.0;0.0;5.138494768;0.0;;;4349.5848655349355
0.0;0.0;5.442361456;0.0;;;4409.411999696547
0.0;0.0;3.6255620800000004;0.0;;;4568.5758632678
1.4551915228366852E-11;3.795589119510262E-16;3.3536408480000004;0.0;;;4720.625671401687
0.0;0.0;5.157968912;0.0;;;4588.024087714834
0.0;0.0;4.019998016000001;0.0;;;4224.374861574843
7.275957614183426E-12;1.9622096437761977E-16;3.7832234400000004;0.0;;;4506.634123340596
0.0;0.0;5.541064768;0.0;;;4621.8992048549135
0.0;0.0;5.720730928;0.0;;;4550.533534563922
7.275957614183426E-12;2.0784667589873187E-16;4.590324256000001;0.0;;;4156.4621685940165
0.0;0.0;5.525949008;0.0;;;4519.483503803971
0.0;0.0;4.042485216;0.0;;;4699.982103069635
