topLevelViolationActualCentral;relativeTLViolationCentral;runtimePerStepCentral;unsolvedCentralAllocations;Total runtime central;time stamps;Top level costs central
2.9103830456733704E-11;1.5464492675973215E-16;101.748693328;0.0;266.24243022400003;1.424262065302E12;23548.858986337626
8.731149137020111E-11;4.670484953561996E-16;39.849635968;0.0;202.93904428800002;1.424262331657E12;23333.390025924848
0.0;0.0;40.793434160000004;0.0;193.442091712;1.424262534691E12;20509.32859873814
5.820766091346741E-11;3.36942522881261E-16;44.170725472;0.0;143.3151592;1.424262728209E12;20914.843229882732
0.0;0.0;39.651133456000004;0.0;176.273504336;1.424262871619E12;21849.46538866275
6.693881005048752E-10;3.4955226779011302E-15;41.536143664;0.0;191.886785408;1.424263048009E12;24514.495030619542
2.6193447411060333E-10;1.3769933497550266E-15;25.467227184000002;0.0;60.818103296000004;1.424263239982E12;24296.265335368753
1.7462298274040222E-10;1.0073491726014785E-15;76.72370723200001;0.0;103.72299996800001;1.424263300916E12;21432.17730976919
2.0372681319713593E-10;1.1589707582535196E-15;38.968918384000006;0.0;162.605414064;1.424263404718E12;21843.98055174916
1.7462298274040222E-10;9.627378811034126E-16;20.213506816000002;0.0;257.523681456;1.424263567411E12;22793.31470961485
0.0;0.0;57.355887440000004;0.0;360.750134016;1.424263825013E12;21938.288233217765
8.731149137020111E-11;5.160448546884866E-16;11.649843008000001;0.0;124.31300944;1.424264185873E12;21745.472007466873
5.820766091346741E-11;3.775162439637917E-16;11.071723232;0.0;125.30586193600001;1.424264310267E12;19210.892696060546
8.731149137020111E-11;5.584349065871876E-16;56.038120784;0.0;294.920548272;1.424264435675E12;19574.859365086046
8.731149137020111E-11;5.411964371828776E-16;57.304793584;0.0;137.39508147200002;1.424264730703E12;20413.981453965825
6.984919309616089E-10;3.7976975380984656E-15;12.530432576;0.0;312.92099918400004;1.424264868201E12;22810.895559198412
1.1641532182693481E-10;6.371976537729227E-16;12.226704448000001;0.0;216.71100841600003;1.424265181215E12;22602.265247376843
2.9103830456733704E-11;1.7480490993631867E-16;39.77815056;0.0;284.12496352;1.424265398039E12;19868.39372836262
5.820766091346741E-11;3.4476984804918614E-16;38.704552160000006;0.0;270.364081552;1.424265682256E12;20257.71421718128
8.731149137020111E-11;5.01190589651419E-16;40.045595680000005;0.0;286.684793504;1.424265952713E12;21160.79649367074
8.149072527885437E-10;4.708563807815671E-15;15.009994112000001;0.0;210.663097824;1.424266239488E12;23167.146581148063
1.1641532182693481E-10;6.771665006135666E-16;53.804052224;0.0;330.12655724800004;1.424266450259E12;22967.882282683713
2.9103830456733704E-11;1.8576971909233503E-16;22.987085264;0.0;150.291645312;1.42426678048E12;20354.259851159703
1.1641532182693481E-10;7.327917487817816E-16;44.540675744000005;0.0;318.79873211200004;1.424266930895E12;20728.4610114799
1.1641532182693481E-10;7.101710135925264E-16;39.885325216000005;0.0;236.38176044800002;1.424267250103E12;21593.940264943496
1.7462298274040222E-10;9.997352760795372E-16;46.287154496;0.0;194.87772336;1.424267486567E12;22526.79300654079
3.14321368932724E-9;1.8116010640489565E-14;42.332933744;0.0;204.984610032;1.424267681552E12;22324.116414128817
1.1641532182693481E-10;7.362719464066657E-16;31.741420528000003;0.0;218.241109072;1.424267886629E12;19666.00715567371
8.731149137020111E-11;5.445592900803641E-16;40.487685584000005;0.0;178.527699584;1.424268104967E12;20046.954447016782
2.9103830456733704E-11;1.759163835381717E-16;31.008928944;0.0;272.54233592;1.424268283618E12;20926.312338837717
7.566995918750763E-10;4.189577744024911E-15;12.742139056000001;0.0;213.64878857600002;1.424268556259E12;23429.64598356982
1.1641532182693481E-10;6.488763456543016E-16;15.380746288000001;0.0;171.19089748800002;1.424268769995E12;23224.557628269962
5.820766091346741E-11;3.5601754177588965E-16;11.06652944;0.0;192.75425864000002;1.424268941283E12;20537.598027169235
8.731149137020111E-11;5.266332929055923E-16;10.995204368000001;0.0;199.89574792000002;1.424269134146E12;20922.029437144825
5.820766091346741E-11;3.402510104069342E-16;10.60491;0.0;203.48364089600003;1.424269334122E12;21810.116716868077
9.89530235528946E-10;5.11673139221285E-15;10.614584608000001;0.0;211.583626704;1.424269537718E12;24490.164662699844
1.1641532182693481E-10;6.06008531792277E-16;35.095721072;0.0;189.347018112;1.424269749706E12;24267.338317644113
2.9103830456733704E-11;1.6624867683694178E-16;34.425865104;0.0;288.569354928;1.424269939168E12;21354.29286398951
0.0;0.0;12.040291808000001;0.0;281.04210108800004;1.424270227846E12;21770.445231966867
0.0;0.0;11.518097584000001;0.0;215.257213648;1.424270509228E12;22733.40573233635
1.4551915228366852E-10;8.405789490905767E-16;36.163471376000004;0.0;240.643529408;1.42427072478E12;21053.3893106031
8.731149137020111E-11;5.077323150853678E-16;22.117855040000002;0.0;267.058632944;1.424270965632E12;20857.236036251677
2.9103830456733704E-11;1.8571757356979339E-16;34.965735728000006;0.0;224.48177828800002;1.424271232808E12;18288.316338092358
1.1641532182693481E-10;7.325860542862281E-16;34.297958624;0.0;114.81776216;1.42427145746E12;18655.795577502322
0.0;0.0;35.03020304;0.0;254.93742124800002;1.424271572389E12;19504.236352079362
8.731149137020111E-11;4.769806924184483E-16;96.507443056;0.0;120.07780184;1.424271827423E12;24027.8950867581
2.9103830456733704E-11;1.6006065520222911E-16;44.936030432;0.0;129.152560368;1.424271947621E12;23819.823929652277
1.0186340659856796E-9;6.147408665384536E-15;43.197369552000005;0.0;198.813624688;1.424272076883E12;21092.9911231821
2.9103830456733704E-11;1.7320869731975822E-16;42.887191504;0.0;166.113060544;1.424272275798E12;21483.93883902232
2.9103830456733704E-11;1.678618739113847E-16;29.968141088000003;0.0;65.614461776;1.424272442032E12;22385.83197207735
2.3283064365386963E-10;1.2704928653419978E-15;53.4352852;0.0;;;25686.848305308646
2.9103830456733704E-11;1.5987747802640997E-16;57.420444336;0.0;;;25470.94656481909
8.731149137020111E-11;5.263177222650207E-16;47.48281128;0.0;;;22625.045421453782
5.820766091346741E-11;3.460209464312051E-16;93.693631072;0.0;;;23033.854327860943
2.9103830456733704E-11;1.6766976883756932E-16;108.688387152;0.0;;;23977.045611219164
7.8580342233181E-10;4.779218859499527E-15;12.041578768;0.0;;;20901.550873185155
1.1641532182693481E-10;7.127844088750508E-16;23.080289104000002;0.0;;;20714.40962221259
0.0;0.0;15.21379744;0.0;;;18261.572310205913
2.9103830456733704E-11;1.9283386471331058E-16;38.189656976;0.0;;;18613.013025070977
2.9103830456733704E-11;1.868812270163763E-16;35.758335472;0.0;;;19425.003104029405
