Abstraction Error;Top Level Violation Abstracted;topLevelViolationActualRegioCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepRegioCentral;runtimePerAvppPerStep;Total runtime regio central;time stamps;Top level costs regio central;Root costs regio central;Longest serial path
0.0;0.0;1.7462298274040222E-10;9.278695654886829E-16;0.0;0.0;0.0011206080000000002;25.520643488;0.13288169600000002;591.2371450720001;1.423885340402E12;23578.506267609453;23589.465534623734;1.293740304E9
0.0;0.0;1.4551915228366852E-10;7.784141630909091E-16;0.0;0.0;0.0022301440000000003;24.311499424;0.17440504;591.4673300960001;1.423885932016E12;23364.372120051637;23373.73634777558;1.51254472E9
0.0;0.0;2.9103830456733704E-11;1.708363073078686E-16;0.0;0.0;0.0025008;25.90087488;0.9864535680000001;578.803746784;1.423886523708E12;20536.944952193477;20543.198923941884;9.60413936E8
1.8189894035458565E-12;0.0;0.0;0.0;0.0;1.7911545846556789E-16;0.002181808;24.773045984000003;1.2052579840000002;596.827125712;1.423887102749E12;20944.66679030674;20950.930544421957;1.094613728E9
0.0;0.0;2.9103830456733704E-11;1.6327068006255074E-16;0.0;0.0;0.002165536;24.458207552;0.6531272;603.9582030720001;1.423887699792E12;21867.804996781688;21883.211457570498;1.268514384E9
0.0;0.0;2.9103830456733704E-11;1.5197924765889716E-16;0.0;0.0;0.0011314880000000002;25.073390304;0.787326992;588.526687344;1.423888303996E12;24545.812999015685;24544.826375138255;3.07286736E8
0.0;2.9103830456733704E-11;5.820766091346741E-11;3.0599852377642237E-16;1.5299926188821118E-16;0.0;0.0022768800000000002;26.145364960000002;0.961227648;593.2390060800001;1.423888892756E12;24328.71802102995;24326.74265083864;1.163937888E9
4.547473508864641E-13;2.9103830456733704E-11;1.1641532182693481E-10;6.715661189417219E-16;1.6789152973543047E-16;1.2192060038731134E-16;0.002294752;25.558339328000002;0.17347484800000001;586.002536016;1.423889486226E12;21461.22683610997;21462.106305658457;1.128687616E9
7.275957614183426E-12;2.9103830456733704E-11;8.731149137020111E-11;4.967017563628832E-16;1.6556725212096104E-16;1.9124965182588E-16;0.013915344000000001;25.3812208;0.8575813440000001;585.444519344;1.423890072459E12;21872.449418669647;21872.79096067553;1.28494376E9
0.0;0.0;8.731149137020111E-11;4.8136894320560725E-16;0.0;0.0;0.002775248;26.419747024000003;0.822331072;593.434369296;1.423890658114E12;22819.816723148077;22821.619509972374;1.055782352E9
0.0;0.0;1.1641532182693481E-10;6.834726587953098E-16;0.0;0.0;0.00226304;24.42459192;0.9785872160000001;597.457059232;1.423891251788E12;22247.8372508934;20560.952919573752;1.273589968E9
1.8189894035458565E-12;2.9103830456733704E-11;8.731149137020111E-11;5.160448577385123E-16;1.720149525795041E-16;2.135128948951211E-16;0.002376;24.196022064;0.749425808;582.8024425120001;1.42389184947E12;22102.733829999088;20109.674307603396;3.06356544E8
0.0;0.0;5.820766091346741E-11;3.7751624641224113E-16;0.0;0.0;0.002451776;23.184302336000002;0.967233424;581.665866208;1.42389243252E12;19646.67049351647;17654.110824718166;1.436608016E9
1.8189894035458565E-12;2.9103830456733704E-11;8.731149137020111E-11;5.584349101588773E-16;1.861449700529591E-16;2.188557447559543E-16;0.002177296;22.95244032;0.17903812800000002;589.09716784;1.423893014416E12;19997.14248642228;18003.567752140105;1.44551464E9
9.094947017729282E-13;0.0;8.731149137020111E-11;5.411964405374599E-16;0.0;1.358350653492742E-16;0.0020841600000000003;23.371203920000003;1.124688192;593.392694224;1.423893603737E12;20806.514700179487;18815.23268937754;1.491281184E9
0.0;2.9103830456733704E-11;5.820766091346741E-11;3.164747965622109E-16;1.5823739828110545E-16;0.0;0.001116496;26.431175232;1.133594816;588.1071597600001;1.42389419738E12;22854.337429877316;22869.362197459774;1.001840336E9
0.0;2.9103830456733704E-11;8.731149137020111E-11;4.778982429454614E-16;1.592994143151538E-16;0.0;0.00224768;25.423954960000003;1.1793613600000001;591.3495779680001;1.423894785702E12;22644.15071038036;22661.781890230734;1.100903408E9
3.637978807091713E-12;0.0;8.731149137020111E-11;5.244147329587224E-16;0.0;3.077790879407505E-16;0.0022478240000000003;24.328275632;0.689920512;622.066639184;1.423895377317E12;19897.43995236227;19909.825600154163;3.11919824E8
0.0;2.9103830456733704E-11;8.731149137020111E-11;5.171547751369391E-16;1.7238492504564635E-16;0.0;0.00242384;25.865009632000003;0.788983584;740.882074512;1.423895999616E12;20292.20797885976;20304.345113792577;1.342620224E9
0.0;2.9103830456733704E-11;2.9103830456733704E-11;1.6706353084279427E-16;1.6706353084279427E-16;0.0;0.00249504;28.652894736;0.166918816;589.0435553120001;1.423896740741E12;21199.126719620348;21214.25143573714;1.390410608E9
