Abstraction Error;Top Level Violation Abstracted;topLevelViolationActualCentral;topLevelViolationActualRegioCentral;relativeTLViolationCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepCentral;runtimePerStepRegioCentral;runtimePerAvppPerStep;unsolvedCentralAllocations;Total runtime central;Total runtime regio central;time stamps;Top level costs central;Top level costs regio central;Root costs regio central;Longest serial path
1.8189894035458565E-12;0.0;1.6370904631912708E-11;1.8189894035458565E-12;1.1338107066483858E-15;1.2597897613038654E-16;0.0;1.8587311176842574E-16;0.003580419;1.5940415520000002;1.211463113;0.035604685000000004;0.0;57.814782063;81.710703601;1.423495087408E12;1586.3866374020486;1595.0998698223266;1601.7251525504857;8.28060693E8
9.094947017729282E-13;1.8189894035458565E-12;1.8189894035458565E-12;5.4569682106375694E-12;1.1869008562330685E-16;3.560702801037074E-16;1.1869009336790247E-16;1.9547910710546617E-16;0.003007898;1.583669468;1.393550308;0.792456008;0.0;35.977248643;74.39223110500001;1.423495227023E12;1737.637353774312;1746.4298677843801;1748.3761554326193;4.0072654E8
3.637978807091713E-12;0.0;1.8189894035458565E-12;0.0;1.1539364766549572E-16;0.0;0.0;3.6226864268749795E-16;0.002445641;0.906830859;1.3395996270000001;0.365121855;0.0;237.15092315400003;80.34822784800001;1.423495337448E12;1815.8150055474766;1819.6743092091294;1822.0715284948005;3.5604685E7
9.094947017729282E-13;1.8189894035458565E-12;0.0;1.8189894035458565E-12;0.0;1.1466631583575994E-16;1.1466631583575994E-16;1.7214440957406813E-16;0.0024732250000000003;1.491202107;1.5123613120000001;0.036640353;0.0;52.373952464000006;80.390239951;1.423495655001E12;1833.0803094481416;1836.4023579907346;1838.9025640188993;9.13033647E8
0.0;0.0;3.637978807091713E-12;3.637978807091713E-12;2.3083756041361635E-16;2.308375750607557E-16;0.0;0.0;0.002170767;0.8680200610000001;1.327224844;0.8763932940000001;0.0;69.454349745;108.771544413;1.423495787823E12;1815.2026508663046;1819.100055071461;1821.4937389440192;4.96329454E8
9.094947017729282E-13;0.0;3.637978807091713E-12;0.0;2.2888400014322066E-16;0.0;0.0;1.7214440957406813E-16;0.0020184160000000003;0.625424659;1.488654471;0.45968910100000004;0.0;59.682305298;76.87353614300001;1.423495966101E12;1838.3815691693956;1841.951468353258;1844.136352774853;3.6640353E7
0.0;1.8189894035458565E-12;1.8189894035458565E-12;3.637978807091713E-12;1.1277799769248563E-16;2.25556009369525E-16;1.127780046847625E-16;0.0;0.002041829;0.873876449;1.5300610170000002;0.037380300000000005;0.0;47.592357348;78.404421142;1.423496102707E12;1878.3667142748561;1882.165565260732;1883.6125931143183;9.89177276E8
9.094947017729282E-13;1.8189894035458565E-12;1.8189894035458565E-11;1.8189894035458565E-12;1.1514157668987186E-15;1.1514158397830549E-16;1.1514158397830549E-16;1.7214440957406813E-16;0.002181352;0.734540662;1.475299506;0.951796976;0.0;54.962331035000005;79.946150673;1.423496228761E12;1821.9161714014972;1825.4477521537663;1827.8805158170035;3.71041429E8
3.637978807091713E-12;0.0;1.8189894035458565E-12;1.8189894035458565E-12;1.1124017004469506E-16;1.1124017684758033E-16;0.0;3.4724859157366537E-16;0.002032849;0.516855198;1.215062134;0.333661129;0.0;44.46144932;119.192085296;1.423496363716E12;1916.7258340534763;1919.6811827978029;1921.145595054295;3.73803E7
9.094947017729282E-13;0.0;0.0;0.0;0.0;0.0;0.0;1.7214440957406813E-16;0.001978964;0.5439079960000001;1.658638228;0.035249304;0.0;52.305095722000004;75.251310864;1.423496527426E12;1935.2720990155026;1937.7815730440855;1939.0156153759858;1.148228297E9
