Abstraction Error;Top Level Violation Abstracted;topLevelViolationActualCentral;topLevelViolationActualRegioCentral;relativeTLViolationCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepCentral;runtimePerStepRegioCentral;runtimePerAvppPerStep;unsolvedCentralAllocations;Total runtime central;Total runtime regio central;time stamps;Top level costs central;Top level costs regio central;Root costs regio central;Longest serial path
1.8189894035458565E-12;0.0;5.238689482212067E-10;4.3655745685100555E-11;6.637354734315564E-15;5.531129015341691E-16;0.0;1.8587311176842574E-16;0.012083873;3.7111686730000004;7.127759967;0.16086576700000002;0.0;437.31992512600004;384.748822564;1.423577954998E12;9035.093190791273;9053.024317906513;9060.602697661941;9.16927429E8
0.0;0.0;2.9103830456733704E-11;5.820766091346741E-11;3.474072852414958E-16;6.948145787768706E-16;0.0;0.0;0.009519878;3.530760551;6.944125843;0.756061662;0.0;434.724071395;410.593008129;1.423578777208E12;9841.990028984252;9856.412530449536;9864.006090820256;9.68108842E8
0.0;1.4551915228366852E-11;0.0;8.731149137020111E-11;0.0;1.013275727242173E-15;1.6887928787369551E-16;0.0;0.006536677;4.416822546000001;8.453192516;0.807243075;0.0;545.847028282;390.742538309;1.423579622618E12;10241.28639039602;10260.388468183037;10260.592003069109;1.402579775E9
0.0;0.0;2.9103830456733704E-11;5.820766091346741E-11;3.356296416903726E-16;6.712592911218058E-16;0.0;0.0;0.0033507690000000004;4.798464747000001;8.444836281;1.241714008;0.0;369.732518077;393.73617515200004;1.423580559283E12;10332.593405867288;10351.245140446637;10351.295029730158;9.73810954E8
0.0;1.4551915228366852E-11;0.0;4.3655745685100555E-11;0.0;5.067482084979793E-16;1.689160694993264E-16;0.0;0.002726609;5.051150622000001;6.7012530020000005;0.8129451870000001;0.0;325.441630487;387.255872425;1.423581322821E12;10238.154835305322;10257.262542011014;10257.480987978726;1.025188019E9
0.0;1.4551915228366852E-11;4.3655745685100555E-11;5.820766091346741E-11;5.024596318786322E-16;6.699461835489806E-16;1.6748654588724514E-16;0.0;0.0026467440000000004;12.946048357;6.757397543000001;0.864322252;0.0;608.119193006;424.71870156800003;1.423582035601E12;10361.027943255238;10379.342036860566;10379.521762777238;9.77037276E8
1.8189894035458565E-12;1.4551915228366852E-11;0.0;5.820766091346741E-11;0.0;6.602050735392727E-16;1.6505126838481818E-16;2.1990849387512964E-16;0.002526467;5.510382989;6.955488692;0.816171509;0.0;504.84979498300004;420.18232742900005;1.42358306852E12;10576.552228398785;10592.298782341744;10592.42399282941;1.697375258E9
1.8189894035458565E-12;1.4551915228366852E-11;0.0;4.3655745685100555E-11;0.0;5.055311414466989E-16;1.6851038048223295E-16;2.2691000213594175E-16;0.0016697720000000001;4.110638875;6.552558669000001;1.5365094910000001;0.0;573.984935814;402.09851266500004;1.423583993616E12;10272.770455478276;10291.815941177067;10291.869562856682;2.19212828E8
1.8189894035458565E-12;0.0;0.0;7.275957614183426E-11;0.0;8.140032418274064E-16;0.0;1.8587311176842574E-16;0.0018618940000000002;6.188084708000001;7.231141782000001;0.058347061000000006;0.0;509.70409636000005;425.87843929300004;1.423584969777E12;10782.158931490621;10793.966079275331;10796.324845265932;1.60865767E8
1.8189894035458565E-12;1.4551915228366852E-11;0.0;7.275957614183426E-11;0.0;8.087526197890785E-16;1.617505239578157E-16;1.3589050728912141E-16;0.0016075470000000002;5.402950229;6.905434037;0.135219732;0.0;557.0935148980001;472.539152708;1.423585905451E12;10880.605609477614;10892.444846549875;10894.008201729826;1.062631503E9
0.0;1.4551915228366852E-11;2.9103830456733704E-11;5.820766091346741E-11;3.075609544234191E-16;6.151219153472706E-16;1.5378047883681766E-16;0.0;0.001501703;7.600723525;6.480266483;0.927411771;0.0;477.83261904600005;406.150113286;1.423586935194E12;11672.880895846052;11682.627344227014;11683.442428164693;9.59398831E8
1.8189894035458565E-12;2.9103830456733704E-11;2.9103830456733704E-11;8.731149137020111E-11;3.1370304120574603E-16;9.411091337612225E-16;3.1370304458707415E-16;1.9731208019512528E-16;0.0014189530000000001;14.488048273;7.071601955;0.8241790990000001;0.0;534.2902711280001;379.17603291;1.423587819244E12;11357.504234529393;11366.202512457148;11368.69576117741;1.286273426E9
1.8189894035458565E-12;1.4551915228366852E-11;2.9103830456733704E-11;4.3655745685100555E-11;2.997795037582547E-16;4.496692602691307E-16;1.4988975342304358E-16;1.2256466324343572E-16;0.00130028;8.295506243;6.6767436700000005;1.151053694;0.0;591.577848362;419.94495848400004;1.423588732784E12;12092.950235528904;12099.753231858567;12104.669226049395;1.016129363E9
0.0;1.4551915228366852E-11;0.0;5.820766091346741E-11;0.0;6.027507692933202E-16;1.5068769232333005E-16;0.0;0.0014272920000000001;8.931663177;6.8592750890000005;0.8809096310000001;0.0;438.640027302;397.54100947100005;1.423589744375E12;12004.937842978055;12012.511975924699;12016.218044548852;1.004593956E9
1.8189894035458565E-12;1.4551915228366852E-11;1.4551915228366852E-11;5.820766091346741E-11;1.5025332363913028E-16;6.010133007621816E-16;1.502533251905454E-16;1.319450963250778E-16;0.001128042;9.969385707;7.0213045;0.8693742240000001;0.0;447.779798011;433.55318411200005;1.423590580629E12;12052.73246138783;12059.887833075045;12064.25094474833;1.042573077E9
1.8189894035458565E-12;0.0;4.511093720793724E-10;7.275957614183426E-11;4.501232883057008E-15;7.260053109630556E-16;0.0;2.2766156548680986E-16;0.001102703;10.604270265;7.7268704900000005;0.9073533450000001;0.0;407.521533508;399.995390007;1.423591462027E12;12633.24591006638;12644.582737584997;12645.123803079221;1.265905807E9
