Abstraction Error;Top Level Violation Abstracted;topLevelViolationActualCentral;topLevelViolationActualRegioCentral;relativeTLViolationCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepCentral;runtimePerStepRegioCentral;runtimePerAvppPerStep;unsolvedCentralAllocations;Total runtime central;Total runtime regio central;time stamps;Top level costs central;Top level costs regio central;Root costs regio central;Longest serial path
1.8189894035458565E-12;5.820766091346741E-11;5.820766091346741E-11;8.731149137020111E-11;3.6879426197755384E-16;5.5319139647126135E-16;3.6879426431417423E-16;1.8587311176842574E-16;0.02074962;51.736224226000004;17.173790619000002;0.6196843790000001;0.0;1583.950645521;813.4178197260001;1.423856011912E12;18409.54477345289;18439.6541577975;18441.28038599561;1.448583805E9
0.0;2.9103830456733704E-11;0.0;2.9103830456733704E-11;0.0;1.7372829582172734E-16;1.7372829582172734E-16;0.0;0.012031271000000001;11.292865592;14.333957493000002;0.8288994260000001;0.0;1594.822262999;922.9386806430001;1.423858409461E12;20032.041059084415;20056.774136377597;20059.10124270958;1.433124788E9
0.0;2.9103830456733704E-11;2.9103830456733704E-11;5.820766091346741E-11;1.6890325337308243E-16;3.378065087066153E-16;1.6890325435330766E-16;0.0;0.004750477;19.320490269;14.035394920000002;0.813440409;0.0;1248.9854659970001;923.9862752240001;1.42386092733E12;20839.863514453693;20862.308312067125;20865.761598891582;5.15319335E9
1.8189894035458565E-12;0.0;2.9103830456733704E-11;5.820766091346741E-11;1.6783863722874723E-16;3.356772763933089E-16;0.0;1.5400780267293543E-16;0.0046860090000000005;8.562246936000001;14.312598146000001;4.533508971000001;0.0;1931.0227526410001;942.4381148580001;1.423863100403E12;21025.34265818059;21048.264834632468;21050.206884139865;1.248021356E9
1.8189894035458565E-12;0.0;2.9103830456733704E-11;5.820766091346741E-11;1.6894004021814534E-16;3.378800823975952E-16;0.0;1.2617071527251164E-16;0.0043684760000000005;9.032871019;14.300461994;0.628336977;0.0;1940.2862291640001;1015.354844069;1.42386597396E12;20833.496234735234;20855.99356146832;20859.430069666876;1.496871504E9
1.8189894035458565E-12;2.9103830456733704E-11;2.9103830456733704E-11;2.9103830456733704E-11;1.675103137519564E-16;1.6751031471608053E-16;1.6751031471608053E-16;1.9731208019512528E-16;0.0029042990000000004;9.535428277000001;14.061133969;0.8771871250000001;0.0;1928.745164526;945.6443390060001;1.423868929695E12;21083.019362356747;21104.822636749403;21107.693577463615;1.551881587E9
2.2737367544323206E-13;2.9103830456733704E-11;5.820766091346741E-11;0.0;3.3014938135061907E-16;0.0;1.650746916116005E-16;1.4103348730629758E-16;0.002975503;13.171067217000001;14.728144790000002;0.932197208;0.0;1595.6877023870002;932.1513933580001;1.423871804178E12;21518.491183531725;21536.209847147864;21541.38737981416;1.721132134E9
0.0;1.696753315627575E-8;0.0;1.705484464764595E-8;0.0;9.876109664052603E-14;9.825549375670081E-14;0.0;0.0025505230000000003;13.338082206000001;14.393481028;1.1014477550000001;0.0;1383.616473453;965.65296819;1.423874332108E12;20903.878945524455;20925.795625259376;20929.41760122853;1.686941912E9
1.8189894035458565E-12;8.731149137020111E-11;2.9103830456733704E-11;0.0;1.6282375128491966E-16;0.0;4.884712565875512E-16;1.2070358386738885E-16;0.0019507390000000002;13.855629882;13.880764336;1.067257533;0.0;3376.447322336;979.8583382080001;1.423876681476E12;21932.634610035642;21952.273391448794;21954.256729408575;1.47497139E9
9.094947017729282E-13;5.820766091346741E-11;5.820766091346741E-11;0.0;3.235469557214301E-16;0.0;3.2354695751986407E-16;1.1193690033007808E-16;0.002095393;19.738713166;14.236919589000001;0.855287011;0.0;1544.118006269;949.112448169;1.423881037863E12;22130.213023112978;22149.2713919429;22151.508559161524;1.748718003E9
