Abstraction Error;Top Level Violation Abstracted;topLevelViolationActualCentral;topLevelViolationActualRegioCentral;relativeTLViolationCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepCentral;runtimePerStepRegioCentral;runtimePerAvppPerStep;unsolvedCentralAllocations;Total runtime central;Total runtime regio central;time stamps;Top level costs central;Top level costs regio central;Root costs regio central;Longest serial path
0.0;5.820766091346741E-11;1.3096723705530167E-9;8.731149137020111E-11;6.129959533079431E-15;4.0866397078472564E-16;2.724426471898171E-16;0.0;0.028424924;42.065556009000005;23.993801062000003;1.962805088;0.0;3046.687916962;1181.744678605;1.426072396663E12;25958.088016215253;26000.70751818955;26002.105854631172;2.827666181E9
1.8189894035458565E-12;5.820766091346741E-11;1.1641532182693481E-10;1.4551915228366852E-10;5.133593569818578E-16;6.416991990570381E-16;2.566796796228152E-16;2.082097513843048E-16;0.009634703000000001;33.878471046;21.658106763000003;0.028798906000000003;0.0;2044.515412831;1476.201743734;1.426076625285E12;28159.048166428685;28194.889170795082;28196.728845772723;1.991603994E9
0.0;5.820766091346741E-11;1.1641532182693481E-10;1.7462298274040222E-10;4.991015749475422E-16;7.486523656309731E-16;2.495507885436577E-16;0.0;0.015133787000000001;34.299859965;19.832489146;0.836062187;0.0;3810.3097788430005;1569.594896324;1.426080146074E12;29258.7249686566;29286.06757378802;29290.26238030462;2.84088836E9
1.8189894035458565E-12;5.820766091346741E-11;5.820766091346741E-11;1.4551915228366852E-10;2.47977840877002E-16;6.199446048336096E-16;2.4797784193344383E-16;1.6111202167829487E-16;0.0055988340000000004;43.806210934;20.534583769;0.030402606000000002;0.0;3508.785375035;1599.9964766730002;1.426085526039E12;29509.94831284662;29533.78812513677;29540.648293983217;1.993207694E9
0.0;5.820766091346741E-11;1.7462298274040222E-10;2.0372681319713593E-10;7.488154176494049E-16;8.736179910038733E-16;2.4960514028682096E-16;0.0;0.0031839840000000004;75.79413668400001;22.106974423;0.847680666;0.0;2614.425375073;1542.310384721;1.426090634903E12;29250.100768263335;29277.519559310636;29281.671653886508;6.388753003E9
1.8189894035458565E-12;0.0;2.3283064365386963E-10;2.6193447411060333E-10;9.899710010658298E-16;1.1137173809344659E-15;0.0;1.8587311176842574E-16;0.003285337;36.981749584;20.410486011;0.028772606000000003;0.0;2636.766166249;1670.3852534100001;1.42609479175E12;29588.077092236043;29612.06263018068;29618.526343069687;1.991577694E9
0.0;5.820766091346741E-11;2.3283064365386963E-10;2.0372681319713593E-10;9.755766860832279E-16;8.536296038995922E-16;2.4389417254274063E-16;0.0;0.003163457;38.597427923000005;20.483386961;4.3971753090000005;0.0;3043.172385457;1653.808590823;1.426099099017E12;30177.651552351166;30200.976523701975;30206.217167043524;2.7776776E9
0.0;5.820766091346741E-11;2.9103830456733704E-11;8.731149137020111E-10;1.2450282884509312E-16;3.735084881331055E-15;2.490056587554037E-16;0.0;0.0038841590000000003;112.77072813100001;20.019942959;0.031683961000000004;0.0;4412.3066564420005;1693.741224238;1.426103796115E12;29345.431055121197;29371.72557684228;29376.641723575423;1.994489049E9
0.0;2.9103830456733704E-11;3.2014213502407074E-10;2.0372681319713593E-10;1.3231265234032328E-15;8.419896092819452E-16;1.2028422989742075E-16;0.0;0.0030422170000000003;70.180039913;19.966602647000002;0.7831885510000001;0.0;2476.73064207;1598.9312391590001;1.426109902275E12;30739.25435915051;30764.27616747963;30767.018376163032;2.850308808E9
0.0;5.820766091346741E-11;1.1641532182693481E-10;1.1641532182693481E-10;4.780334065058574E-16;4.780334084687944E-16;2.390167042343972E-16;0.0;0.002448207;49.085375163;19.890296402;0.027287580000000002;0.0;3132.9572184410004;1622.391308657;1.426113978049E12;31007.08178530071;31032.820273310244;31034.03064387042;1.990092668E9
1.8189894035458565E-12;2.9103830456733704E-11;1.1641532182693481E-10;2.9103830456733704E-10;4.544789368751075E-16;1.1361973466234198E-15;1.13619734662342E-16;1.5400780267293543E-16;0.0032215100000000003;22.489127242000002;20.107285861;0.86021614;0.0;3087.919868291;4376.061044483;1.426118733511E12;33168.13199192962;33193.13580470995;33195.530341004815;2.843283644E9
1.8189894035458565E-12;0.0;8.731149137020111E-11;2.6193447411060333E-10;3.476662657356625E-16;1.042998801360112E-15;0.0;1.2617071527251164E-16;0.00209828;22.145973176000002;20.941219941;0.030243197000000003;0.0;3403.213418022;4609.1119651340005;1.426126197606E12;32307.399375373472;32328.104752830954;32332.189052638932;1.993048285E9
0.0;0.0;1.1641532182693481E-10;2.9103830456733704E-10;4.429803854570639E-16;1.1074509678567017E-15;0.0;0.0;0.001919628;23.988682376;21.530349363000003;0.850235359;0.0;3099.929694155;1645.4651047920001;1.426134210046E12;34313.76735793304;34341.65239330111;34343.18757122907;3.455272834E9
1.8189894035458565E-12;5.820766091346741E-11;8.731149137020111E-11;3.7834979593753815E-10;3.340039454161739E-16;1.4473504356734905E-15;2.226692977959216E-16;3.0355947209428705E-16;0.0018548380000000001;23.795507847000003;21.933091752000003;0.034253087;0.0;3405.520855785;1653.3058873080001;1.426138955551E12;34073.38481159816;34100.63657774559;34102.62156752529;1.997058175E9
0.0;0.0;2.9103830456733704E-10;2.3283064365386963E-10;1.1101371906431207E-15;8.881097559021044E-16;0.0;0.0;0.00165181;39.391639339;20.635214921000003;1.458214659;0.0;2476.5662472030003;1683.628910139;1.426144014486E12;34203.88310942029;34231.0209078013;34233.25953363045;3.013739532E9
1.8189894035458565E-12;0.0;1.7462298274040222E-10;3.4924596548080444E-10;6.436853190855829E-16;1.2873706429165982E-15;0.0;1.9731208019512528E-16;0.001701845;41.595977859;20.63952374;0.028221255;0.0;2838.623676307;3919.74449803;1.426148174787E12;35785.34958023025;35812.42163440862;35816.1085695868;1.991026343E9
1.8189894035458565E-12;5.820766091346741E-11;2.9103830456733704E-10;4.0745362639427185E-10;1.0382414648299956E-15;1.4535380559473025E-15;2.076482937067575E-16;1.2773698628791813E-16;0.002104054;53.865950968;22.223305467000003;1.022713189;0.0;3498.674756366;1664.338125828;1.426154933233E12;37361.31446771009;37389.11104060781;37391.15390620736;2.826499009E9
0.0;5.820766091346741E-11;1.7462298274040222E-10;3.4924596548080444E-10;6.152352306557212E-16;1.2304704656466608E-15;2.0507841094111013E-16;0.0;0.0017785020000000002;26.909788722000002;21.357188998;0.02079324;0.0;3560.1627475470004;1694.3941805610002;1.4261600963E12;37975.898808762046;38004.97400985464;38006.215269581364;1.983598328E9
1.8189894035458565E-12;0.0;1.1641532182693481E-10;2.3283064365386963E-9;4.278480218857862E-16;8.55696046916415E-15;0.0;1.1740811650284305E-16;0.002100205;38.812322952;21.340646522;0.842900681;0.0;3273.8615873030003;1672.955106049;1.426165350901E12;35926.01386562226;35954.61741382708;35956.85330211142;2.857030552E9
0.0;0.0;1.7462298274040222E-10;4.0745362639427185E-10;6.269630959131902E-16;1.462913895716529E-15;0.0;0.0;0.0016566220000000002;67.17364083300001;27.329785309000002;0.029743164000000002;0.0;3198.7550728210003;4437.820539343;1.426170297762E12;37047.28370374978;37074.66129130408;37076.65523579574;1.992548252E9
0.0;0.0;5.820766091346741E-11;2.9103830456733704E-10;2.0111054896322837E-16;1.0055527482903797E-15;0.0;0.0;0.001775295;34.686859162000005;21.123848544;0.8644823;0.0;3169.504544242;1574.11167743;1.426177934379E12;38959.0475630284;38989.80274484969;38991.4093970463;2.764015689E9
9.094947017729282E-13;5.820766091346741E-11;5.238689482212067E-10;3.4924596548080444E-10;1.851771329314009E-15;1.2345142239064321E-15;2.05752370651072E-16;1.1193690033007808E-16;0.001974474;39.540442723000005;22.611774615;0.029619359;0.0;2337.4462228400002;1590.034307292;1.426182678043E12;37813.10488784102;37842.33103263403;37843.39216865078;1.992424447E9
0.0;0.0;5.820766091346741E-10;5.122274160385132E-9;2.0300146310583216E-15;1.7864128815615067E-14;0.0;0.0;0.002011038;41.109572095000004;22.89339988;0.7715912420000001;0.0;4883.540849101;4360.207492995;1.426186605572E12;38485.53882289431;38514.59086443135;38515.48034753482;2.843906842E9
1.8189894035458565E-12;0.0;3.4924596548080444E-10;4.0745362639427185E-10;1.23595006680873E-15;1.4419417497130871E-15;0.0;1.602325958601371E-16;0.0019010250000000002;54.469722483000005;20.634471447000003;0.031295545;0.0;2176.4236562290002;1642.981624496;1.426195849368E12;37755.575841768026;37785.17867885502;37785.83367910963;1.994100633E9
0.0;5.820766091346741E-11;1.1641532182693481E-10;2.3283064365386963E-10;4.024598927715759E-16;8.049197883258433E-16;2.0122994708146083E-16;0.0;0.001723977;58.405422812000005;24.697201417000002;0.849806209;0.0;3320.586931393;4258.439478964;1.426199668816E12;38928.874500156926;38959.1488363548;38961.003894287955;2.994372942E9
3.637978807091713E-12;0.0;5.820766091346741E-11;1.7462298274040222E-10;1.956739801323233E-16;5.870219423703342E-16;0.0;2.656288885301023E-16;0.002173333;71.301185903;21.383153847000003;0.029906742000000004;0.0;;;;40374.44147649392;40406.481347417786;40413.10151971112;1.99271183E9
0.0;0.0;1.7462298274040222E-10;2.9103830456733704E-10;5.933953097596564E-16;9.889921862935056E-16;0.0;0.0;0.001549494;72.468499823;20.749137531000002;1.001661112;0.0;;;;39811.22393884157;39844.99378110531;39847.07889462486;2.67434133E9
0.0;0.0;1.7462298274040222E-10;2.9103830456733704E-10;6.158643449460529E-16;1.0264405785301623E-15;0.0;0.0;0.001552701;144.532088093;20.848403293;0.033472727;0.0;;;;37925.12968742563;37954.20593985286;37955.437777960215;1.996277815E9
1.8189894035458565E-12;0.0;2.3283064365386963E-10;3.4924596548080444E-10;8.312435697095451E-16;1.2468653590158315E-15;0.0;2.1606251708527067E-16;0.001632565;63.90504466;25.575719933000002;0.6780635150000001;0.0;;;;37322.97518302614;37350.9910940161;37352.7576530761;2.793964126E9
9.094947017729282E-13;5.820766091346741E-11;1.7462298274040222E-10;2.9103830456733704E-10;6.044318020336865E-16;1.0073863402097306E-15;2.0147726804194613E-16;1.3164848589072943E-16;0.0015264010000000001;73.015283251;20.651702872;0.024506125;0.0;;;;38866.487490851054;38895.76761176116;38898.13628314698;1.987311213E9
0.0;5.820766091346741E-11;2.9103830456733704E-10;4.0745362639427185E-10;1.0314798388909588E-15;1.4440717795653314E-15;2.0629596850933306E-16;0.0;0.001644112;141.58996302600002;20.383433533;0.8066529130000001;0.0;;;;37682.58646724587;37712.035871019805;37712.83850839069;2.974811983E9
0.0;5.820766091346741E-11;5.820766091346741E-10;2.9103830456733704E-10;2.1318363385350575E-15;1.0659181731714188E-15;2.1318363463428377E-16;0.0;0.0014677050000000001;138.66994975900002;21.083147945;0.033192721;0.0;;;;36090.58602382029;36116.110619890176;36121.40122036019;1.995997809E9
0.0;0.0;1.1641532182693481E-10;2.3283064365386963E-10;4.3789685779930773E-16;8.757937188929182E-16;0.0;0.0;0.0015931150000000002;66.708909702;19.989578202;0.978814174;0.0;;;;34841.52518483859;34870.09211934473;34871.37866011578;2.671255813E9
0.0;5.820766091346741E-11;1.1641532182693481E-10;4.0745362639427185E-10;4.247399604119984E-16;1.4865898668658004E-15;2.1236998098082862E-16;0.0;0.001656621;70.335484214;22.095290193;0.032118243000000005;0.0;;;;36272.72703145157;36300.499137812854;36303.14631713674;1.994923331E9
0.0;0.0;0.0;2.3283064365386963E-10;0.0;8.643053868994253E-16;0.0;0.0;0.0014600070000000001;69.17843396900001;20.914008375;0.6763324820000001;0.0;;;;35454.957795715774;35479.518625241624;35485.29587837029;2.870523435E9
9.094947017729282E-13;0.0;1.4551915228366852E-10;2.9103830456733704E-10;5.655882023066078E-16;1.1311764090097504E-15;0.0;1.1703726539361425E-16;0.001755409;70.77748483500001;23.077592412;0.032310686000000005;0.0;;;;33363.46427514222;33388.09683489104;33391.43432600398;1.995115774E9
0.0;5.820766091346741E-11;1.4551915228366852E-10;3.4924596548080444E-10;5.681082687374893E-16;1.3634598502929357E-15;2.2724330838215595E-16;0.0;0.0017663140000000002;61.678040742;20.788507379000002;0.875407661;0.0;;;;33167.3885397299;33192.39234861023;33194.784948201865;2.807281564E9
