Abstraction Error;Top Level Violation Abstracted;topLevelViolationActualCentral;topLevelViolationActualRegioCentral;relativeTLViolationCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepCentral;runtimePerStepRegioCentral;runtimePerAvppPerStep;unsolvedCentralAllocations;Total runtime central;Total runtime regio central;time stamps;Top level costs central;Top level costs regio central;Root costs regio central;Longest serial path
1.8189894035458565E-12;2.9103830456733704E-11;5.820766091346741E-11;5.820766091346741E-11;6.126611649512591E-16;6.126611713997867E-16;3.0633058569989335E-16;1.8587311176842574E-16;0.013715796;16.546477122000002;11.918562880000001;0.41863184000000003;0.0;635.689956226;505.159096566;1.423624755024E12;10858.837262449048;10870.380736264062;10884.374954283663;1.188422127E9
0.0;0.0;1.0186340659856796E-10;2.9103830456733704E-11;1.0101242525574766E-15;2.8860693216409487E-16;0.0;0.0;0.011844922;9.273941944;9.427072429;0.7697902870000001;0.0;657.29072305;526.4042418480001;1.423625896469E12;11824.452508930328;11842.523843821393;11851.232628649337;1.15886403E9
0.0;1.4551915228366852E-11;1.4551915228366852E-11;5.820766091346741E-11;1.402956535402071E-16;5.611826195712147E-16;1.4029565489280366E-16;0.0;0.010000025000000001;10.589634909;12.721319447;0.7402321900000001;0.0;720.006606278;493.305474516;1.423627080659E12;12303.811224197078;12327.726052851422;12328.322320538868;5.018192041E9
1.8189894035458565E-12;0.0;1.4551915228366852E-11;5.820766091346741E-11;1.3941135430862584E-16;5.576454225769001E-16;0.0;1.9731208019512528E-16;0.003983588000000001;12.917167021000001;8.393264208;4.599560201;0.0;628.9324419330001;491.36916959200005;1.423628294417E12;12413.756633452744;12437.297887471004;12437.409933630635;1.233693268E9
0.0;4.3655745685100555E-11;1.4551915228366852E-11;2.9103830456733704E-11;1.4032620969792997E-16;2.806524221022316E-16;4.209786331533474E-16;0.0;0.0030034080000000004;20.865740563000003;13.989679876;0.815061428;0.0;535.320326051;508.176594205;1.423629415182E12;12300.032616291533;12323.972289349333;12324.577471752;1.299573866E9
9.094947017729282E-13;1.4551915228366852E-11;2.9103830456733704E-11;5.820766091346741E-11;2.782772797323145E-16;5.565545647861447E-16;1.3913864119653619E-16;1.281676599473759E-16;0.002789474;7.76991249;8.444348115;0.880942026;0.0;855.472443319;524.2546696510001;1.423630459108E12;12447.841169855696;12471.48420465248;12471.349274429871;1.351640842E9
0.0;2.9103830456733704E-11;1.4551915228366852E-11;4.3655745685100555E-11;1.3711554485039574E-16;4.113466384271044E-16;2.742310922847363E-16;0.0;0.0020100770000000003;12.123918466000001;12.087501348;0.933009002;0.0;741.39089779;620.4610900920001;1.423631839259E12;12705.291646403304;12727.47239442963;12727.627805188775;1.668555183E9
1.8189894035458565E-12;0.0;2.9103830456733704E-11;5.820766091346741E-11;2.799783710154319E-16;5.599567474176385E-16;0.0;2.1990849387512964E-16;0.002071658;12.195282751;8.499625697;1.249923343;0.0;859.0848744890001;568.2565751660001;1.423633201532E12;12341.800636413333;12365.579779285514;12365.972324934146;1.254889679E9
1.8189894035458565E-12;1.4551915228366852E-11;1.4551915228366852E-11;2.9103830456733704E-11;1.3524585314578544E-16;2.704917088055274E-16;1.352458544027637E-16;2.2766156548680986E-16;0.0023308170000000002;18.097533447;8.226022454;0.8362578390000001;0.0;908.295290064;512.3712380430001;1.423634629325E12;12950.309461550747;12970.616141548193;12972.317774444604;1.012155398E9
1.8189894035458565E-12;1.4551915228366852E-11;2.9103830456733704E-11;7.275957614183426E-11;2.687469347376686E-16;6.718673430482445E-16;1.343734686096489E-16;1.8587311176842574E-16;0.001576436;14.074123932000001;8.663072778;0.593523558;0.0;600.469772519;533.943300901;1.423636050453E12;13067.638309692138;13086.014941836898;13089.261929168717;4.1863184E8
