0;88456.76339731907;58421.06421035883
1;87867.0405697001;69840.33063607312
2;80073.08273770881;80073.08273770883
3;81197.17020877975;81197.17020877975
4;83783.50457306168;83783.5045730617
5;82688.99418895999;82688.99418896002
6;80569.40840032604;80569.40840032605
7;76615.6478039991;76615.6478039991
8;77365.59303322139;77365.5930332214
9;79353.18909417719;79353.1890941772
10;81246.83440828956;81246.8344082896
11;79596.05335642981;79596.05335642982
12;75048.4576102315;75048.45761023152
13;78579.6770951238;78579.67709512378
14;80018.35721850373;80018.35721850373
15;79127.88128461751;79127.88128461751
16;74184.39543850497;74184.39543850497
17;78740.13674608784;78740.13674608785
18;80989.49793503327;80989.49793503329
19;81503.22188410298;81503.221884103
20;80971.86239922007;80971.86239922009
21;81662.96978698488;81662.9697869849
22;82867.88020693962;82867.8802069396
23;81166.80229060813;81166.80229060812
24;84013.47828671543;84013.47828671543
25;84558.9145670008;84558.91456700077
26;88941.38475814098;88941.38475814096
27;87199.97445048783;87199.97445048785
28;91250.05828726533;91250.05828726532
29;90766.86042260772;90766.86042260769
30;91029.25821555927;91029.2582155593
31;94196.61626423393;94196.61626423392
32;97332.81556353459;97332.81556353462
33;98552.51452697394;98552.51452697393
34;94477.44042420106;94477.4404242011
35;96709.00791109282;96709.00791109283
36;100496.93120427948;100496.93120427945
37;98229.69723016015;98229.69723016022
38;99560.82431001563;99560.82431001563
39;98115.5802876559;98115.58028765595
40;100437.30253161961;100437.30253161959
41;103289.1189305424;103289.11893054239
42;102179.74091983587;102179.74091983591
