Abstraction Error;Top Level Violation Abstracted;topLevelViolationActualCentral;topLevelViolationActualRegioCentral;relativeTLViolationCentral;relativeTLViolationRegioCentral;topLevelViolationAbstractedRel;abstractionErrorRel;variableAbstraction;runtimePerStepCentral;runtimePerStepRegioCentral;runtimePerAvppPerStep;unsolvedCentralAllocations;Total runtime central;Total runtime regio central;time stamps
28.0;19129.78612507574;19221.78612507574;19221.78612507574;0.14029293261614728;0.14029293364009515;0.1396214585851287;0.0017848608665957657;0.08073928000000001;1800.6303315680002;141.050068912;0.259473008;0.0;2027.425621024;4626.129667232;1.380665663974E12
13.999999999996362;1934.179461849446;1936.4001618365583;2611.7712026758527;0.014227946010239788;0.01919032061047019;0.014211629239593933;4.334139089325203E-4;0.031764816;14.587786704;70.96420904;60.123725488000005;0.0;3889.8991427200003;6789.149073808;1.380672317896E12
14.000000000003638;0.0;2.9103830456733704E-11;107.47523570663179;2.3465872153965097E-16;8.66552657009445E-4;0.0;5.617525206433739E-4;0.019027856000000003;4.547336128;32.315689424;60.105567104;0.0;2247.69458304;8218.678388848;1.380682997205E12
16.0;1.4551915228366852E-11;9.89530235528946E-10;1.4551915228366852E-11;7.867944216252898E-15;1.157050629237122E-16;1.157050629237122E-16;5.542077397399313E-4;0.024113568000000002;4.872303808000001;10.640560816;3.818610768;0.0;4196.350637968;11156.084234288;1.38069346382E12
20.00000000000182;0.0;9.89530235528946E-10;18.000000000029104;7.625066642085563E-15;1.3870339246583818E-4;0.0;0.0012421762700948141;0.020260064;4.994576048;12.166821472;9.636174224000001;0.0;2433.2814685440003;13549.809442032001;1.380708816583E12
596.4886882992469;1.4551915228366852E-11;1.4551915228366852E-11;1.4551915228366852E-11;1.1361758244890395E-16;1.136175833360006E-16;1.136175833360006E-16;0.031313911170210776;0.040189152000000006;5.094311952;10.673131984000001;6.6838239680000004;0.0;;;
0.0;1.4551915228366852E-11;2.9103830456733704E-11;0.0;2.332131710902159E-16;0.0;1.1660658647949328E-16;0.0;0.035674752000000004;5.128497184;4.581713472000001;0.215131504;0.0;;;
0.0;2.9103830456733704E-11;1.4551915228366852E-11;2.43355113605503;1.2262408370024887E-16;2.0506715166217706E-5;2.452481694671214E-16;0.0;0.041886032000000004;3.89426072;7.813756496000001;1.6567364;0.0;;;
1.0575925131670374;0.0;1.4551915228366852E-11;121.88527166539279;1.2143542421757868E-16;0.0010171300177192234;0.0;3.353060813437347E-5;0.0244084;5.2684964;64.96724556800001;60.088618992;0.0;;;
80.04546001396011;0.0;1.0331859812140465E-9;11.999999999708962;8.405958022001795E-15;9.763149995873174E-5;0.0;0.004176820263036181;0.023860448000000003;4.2401175040000005;12.690133536000001;4.346002928;0.0;;;
