0;137011.79115968128;94638.09368547924
1;136098.36206961947;107393.94113074928
2;124026.20295175018;119191.4884593697
3;125767.31614554641;125675.3949330572
4;129773.32190676156;128975.08655012511
5;128078.02103423166;129013.57041147389
6;124794.96800059393;124794.9680005939
7;118670.93858425491;118505.18526152495
8;119832.53816331568;119832.53816331568
9;122911.1506509814;122911.15065098139
10;125844.24164756582;124937.22532389061
11;123287.32615528339;123263.32615528342
12;116243.49802132681;116243.4980213268
13;121713.04820631271;121687.04820631273
14;123941.43790812368;124871.46989958869
15;122562.16855662898;122562.16855662903
16;114905.14127759404;118755.91850772315
17;121961.5861738245;121961.58617382449
18;125445.64995398113;125445.64995398113
19;126241.3634270992;126241.3634270992
20;125418.33405119398;125417.06898441128
21;126488.7989590725;126488.79895907282
22;128355.09983290671;128355.09983290672
23;125720.27889590396;129351.93426510617
24;130129.53107853301;130129.53107853304
25;130974.36417953292;130982.3201368743
26;137762.42726855868;137754.4272685587
27;135065.13498437457;135338.242912342
28;141338.3606769232;141330.36067692327
29;140589.9294391228;140589.92943912276
30;140996.36067431458;141073.53764637845
31;145902.32131345436;145851.25181242236
32;150760.0197745756;150759.49753570926
33;152649.226809043;152649.95320792712
34;146337.29337980942;146736.13479169217
35;149793.79627150367;153647.02486740216
36;155660.9582073734;155659.83629916873
37;152149.21104591677;151533.31745409634
38;154211.0104885774;154211.0104885765
39;151972.45388124476;154216.76586675813
40;155568.59860781505;155554.59860781507
41;159985.81282488877;159985.8128248888
42;158267.48329888808;158261.48329888712
